customer_id,persona,uplift_segment_true,signup_date,acquisition_month,region,device_type,acquisition_channel,coupon_affinity,price_sensitivity,discount_fatigue_sensitivity,offer_dependency_risk,brand_sensitivity,total_orders,total_net_sales,avg_order_value,coupon_order_ratio,total_exposures,avg_coupon_cost,snapshot_date,current_status,inactivity_days,recent_visit_score,recent_purchase_score,recent_exposure_score
79296732,explorer,lost_cause,2012-03-31,2012-03,market_9,offline_store,coupon_offer,0.0,0.241803,0.022039,0.0,0.6,6,1753.3,292.21666666666664,0.16666666666666666,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
80503859,explorer,lost_cause,2012-03-29,2012-03,market_11,offline_store,coupon_offer,0.0,0.237705,0.032369,0.0,0.6,7,2395.67,342.23857142857145,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,148,0.0,0.0,0.0
81127950,explorer,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,9.3e-05,0.248634,0.100602,0.000205,0.6,12,3998.1000000000004,333.175,0.16666666666666666,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
82599973,price_sensitive,lost_cause,2012-04-12,2012-04,market_9,offline_store,coupon_offer,0.050522,0.400273,0.120624,0.001304,0.600522,6,2300.06,383.3433333333333,0.5,1,15000.0,2013-08-14,churn_risk,137,0.0,0.0,0.0
82765230,price_sensitive,lost_cause,2012-03-29,2012-03,market_1,offline_store,coupon_offer,0.001817,0.245545,0.062983,0.0,0.597577,10,2763.76,276.37600000000003,0.1,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
85287702,price_sensitive,sleeping_dog,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.007971,0.246232,0.036753,0.0,0.589371,7,591.05,84.43571428571428,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,148,0.0,0.0,0.0
88100026,explorer,lost_cause,2012-03-26,2012-03,market_39,offline_store,coupon_offer,9.8e-05,0.245902,0.109558,0.000215,0.6,12,9904.19,825.3491666666667,0.16666666666666666,1,7500.0,2013-08-14,churn_risk,145,0.0,0.0,0.0
90548180,price_sensitive,sure_thing,2012-04-23,2012-04,market_8,offline_store,coupon_offer,0.084236,0.527778,0.261436,0.002134,0.600491,12,9402.630000000001,783.5525000000001,0.16666666666666666,1,20000.0,2013-08-14,churn_risk,114,0.0,0.0,0.0
90675707,explorer,lost_cause,2012-03-26,2012-03,market_39,offline_store,coupon_offer,0.0,0.243169,0.043388,0.0,0.6,8,1995.26,249.4075,0.25,1,7500.0,2013-08-14,churn_risk,147,0.0,0.0,0.0
94315295,price_sensitive,lost_cause,2012-03-29,2012-03,market_8,offline_store,coupon_offer,0.000863,0.23519,0.036287,0.001142,0.599826,7,4018.9700000000003,574.1385714285715,0.2857142857142857,1,7500.0,2013-08-14,churn_risk,150,0.0,0.0,0.0
96862813,explorer,lost_cause,2012-03-25,2012-03,market_39,offline_store,coupon_offer,0.000475,0.25,0.089793,0.001044,0.6,11,3044.61,276.7827272727273,0.18181818181818182,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
97167859,price_sensitive,sure_thing,2012-04-02,2012-04,market_1,offline_store,coupon_offer,0.001315,0.211113,0.03447,0.0,0.598246,7,2456.22,350.8885714285714,0.0,1,7500.0,2013-08-14,churn_risk,164,0.0,0.0,0.0
97293086,explorer,sure_thing,2012-03-25,2012-03,market_1,offline_store,coupon_offer,0.0,0.240437,0.034435,0.0,0.6,7,2559.33,365.61857142857144,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,150,0.0,0.0,0.0
97466869,explorer,lost_cause,2012-03-26,2012-03,market_11,offline_store,coupon_offer,0.0,0.244536,0.052342,0.0,0.6,9,3253.87,361.5411111111111,0.4444444444444444,1,7500.0,2013-08-14,churn_risk,146,0.0,0.0,0.0
97569740,price_sensitive,lost_cause,2012-04-26,2012-04,market_1,offline_store,coupon_offer,0.084832,0.520947,0.21011,0.003746,0.601498,9,8668.6,963.1777777777778,0.2222222222222222,1,20000.0,2013-08-14,churn_risk,116,0.0,0.0,0.0
97984848,explorer,lost_cause,2012-04-04,2012-04,market_14,offline_store,coupon_offer,0.016667,0.300091,0.08373,0.0,0.6,9,1590.97,176.77444444444444,0.1111111111111111,1,10000.0,2013-08-14,churn_risk,137,0.0,0.0,0.0
98075215,explorer,lost_cause,2012-03-28,2012-03,market_1,offline_store,coupon_offer,0.0,0.23224,0.02135,0.0,0.6,6,328.83,54.805,0.0,1,7500.0,2013-08-14,churn_risk,153,0.0,0.0,0.0
98202210,explorer,lost_cause,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.0,0.245902,0.057851,0.0,0.6,9,2578.43,286.4922222222222,0.0,1,7500.0,2013-08-14,churn_risk,145,0.0,0.0,0.0
98411638,explorer,lost_cause,2012-04-18,2012-04,market_7,offline_store,coupon_offer,0.000936,0.247268,0.055611,0.002059,0.6,9,2451.77,272.4188888888889,0.1111111111111111,1,7500.0,2013-08-14,churn_risk,121,0.0,0.0,0.0
98776344,explorer,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,0.0,0.248634,0.014463,0.0,0.6,5,338.14,67.628,0.0,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
98948079,price_sensitive,lost_cause,2012-03-30,2012-03,market_1,offline_store,coupon_offer,0.036219,0.354166,0.098111,0.001393,0.596997,7,4963.2300000000005,709.0328571428572,0.42857142857142855,1,12500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
99056555,explorer,sure_thing,2012-03-29,2012-03,market_11,offline_store,coupon_offer,0.0,0.241803,0.071625,0.0,0.6,10,2573.48,257.348,0.1,1,7500.0,2013-08-14,churn_risk,145,0.0,0.0,0.0
99088826,explorer,sure_thing,2012-04-03,2012-04,market_1,offline_store,coupon_offer,8.3e-05,0.23224,0.070293,0.000182,0.6,10,10545.109999999999,1054.511,0.0,1,7500.0,2013-08-14,churn_risk,147,0.0,0.0,0.0
99155110,price_sensitive,sure_thing,2012-03-27,2012-03,market_1,offline_store,coupon_offer,0.002439,0.244525,0.034399,0.0,0.596748,7,643.86,91.98,0.2857142857142857,1,7500.0,2013-08-14,churn_risk,146,0.0,0.0,0.0
99644579,explorer,lost_cause,2012-03-25,2012-03,market_4,offline_store,coupon_offer,0.0,0.25,0.053719,0.0,0.6,9,2456.14,272.90444444444444,0.1111111111111111,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
99646260,price_sensitive,sure_thing,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.083508,0.523679,0.250016,0.000437,0.600175,12,16439.71,1369.9758333333332,0.08333333333333333,1,20000.0,2013-08-14,churn_risk,117,0.0,0.0,0.0
99782855,explorer,lost_cause,2012-03-28,2012-03,market_39,offline_store,coupon_offer,0.0,0.245902,0.081267,0.0,0.6,11,4492.91,408.4463636363636,0.09090909090909091,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
99814147,explorer,lost_cause,2012-03-28,2012-03,market_1,offline_store,coupon_offer,9.7e-05,0.243169,0.058593,0.000214,0.6,9,3827.15,425.2388888888889,0.2222222222222222,1,7500.0,2013-08-14,churn_risk,145,0.0,0.0,0.0
100453554,explorer,lost_cause,2012-03-28,2012-03,market_4,offline_store,coupon_offer,0.0,0.245902,0.065427,0.0,0.6,10,4017.8700000000003,401.78700000000003,0.1,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
100568149,explorer,lost_cause,2012-04-16,2012-04,market_8,offline_store,coupon_offer,0.0,0.25,0.014463,0.0,0.6,5,809.73,161.946,0.2,1,7500.0,2013-08-14,churn_risk,121,0.0,0.0,0.0
100656827,explorer,lost_cause,2012-04-02,2012-04,market_1,offline_store,coupon_offer,0.0,0.222678,0.020661,0.0,0.6,6,1295.86,215.97666666666666,0.0,1,7500.0,2013-08-14,churn_risk,155,0.0,0.0,0.0
100787762,price_sensitive,sleeping_dog,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.087368,0.526412,0.210128,0.00962,0.60248,9,1285.27,142.80777777777777,0.1111111111111111,1,20000.0,2013-08-14,churn_risk,115,0.0,0.0,0.0
100931022,explorer,sure_thing,2012-04-18,2012-04,market_9,offline_store,coupon_offer,0.0,0.236339,0.011019,0.0,0.6,4,570.92,142.73,0.0,1,7500.0,2013-08-14,churn_risk,129,0.0,0.0,0.0
101047128,price_sensitive,sure_thing,2012-04-01,2012-04,market_9,offline_store,coupon_offer,0.051297,0.412568,0.111409,0.003244,0.601297,5,2154.98,430.996,0.2,1,15000.0,2013-08-14,churn_risk,139,0.0,0.0,0.0
101132595,explorer,sure_thing,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.0,0.236339,0.044766,0.0,0.6,8,7428.68,928.585,0.25,1,7500.0,2013-08-14,churn_risk,152,0.0,0.0,0.0
101549837,explorer,lost_cause,2012-03-27,2012-03,market_4,offline_store,coupon_offer,0.0,0.245902,0.064738,0.0,0.6,10,1746.11,174.611,0.0,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
101988510,explorer,lost_cause,2012-04-20,2012-04,market_8,offline_store,coupon_offer,0.001276,0.234973,0.025495,0.002806,0.6,6,388.04,64.67333333333333,0.16666666666666666,1,7500.0,2013-08-14,churn_risk,128,0.0,0.0,0.0
102146923,explorer,lost_cause,2012-03-31,2012-03,market_7,offline_store,coupon_offer,0.0,0.240437,0.036501,0.0,0.6,7,1338.27,191.18142857142857,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
102767850,price_sensitive,lost_cause,2012-04-25,2012-04,market_9,offline_store,coupon_offer,0.084957,0.519581,0.206047,0.004059,0.601624,8,5274.700000000001,659.3375000000001,0.0,1,20000.0,2013-08-14,churn_risk,118,0.0,0.0,0.0
103209315,price_sensitive,lost_cause,2012-04-06,2012-04,market_9,offline_store,coupon_offer,0.021935,0.292426,0.107289,0.004632,0.597298,10,3575.5099999999998,357.551,0.1,1,10000.0,2013-08-14,churn_risk,142,0.0,0.0,0.0
103311116,explorer,lost_cause,2012-03-27,2012-03,market_11,offline_store,coupon_offer,0.0,0.247268,0.090909,0.0,0.6,12,8343.85,695.3208333333333,0.0,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
103370612,explorer,lost_cause,2012-04-21,2012-04,market_8,offline_store,coupon_offer,0.0,0.226776,0.022727,0.0,0.6,6,2293.94,382.3233333333333,0.0,1,7500.0,2013-08-14,churn_risk,133,0.0,0.0,0.0
103526202,price_sensitive,sure_thing,2012-04-05,2012-04,market_39,offline_store,coupon_offer,0.02034,0.305322,0.106412,0.004086,0.598916,10,2929.31,292.931,0.1,1,10000.0,2013-08-14,churn_risk,133,0.0,0.0,0.0
103623524,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.083333,0.525046,0.18036,0.0,0.6,6,3412.25,568.7083333333334,0.0,1,20000.0,2013-08-14,churn_risk,116,0.0,0.0,0.0
103933295,explorer,lost_cause,2012-03-27,2012-03,market_8,offline_store,coupon_offer,0.000221,0.239071,0.065548,0.000485,0.6,10,3457.34,345.73400000000004,0.3,1,7500.0,2013-08-14,churn_risk,149,0.0,0.0,0.0
104019697,price_sensitive,sleeping_dog,2012-04-05,2012-04,market_4,offline_store,coupon_offer,0.021034,0.301223,0.084755,0.005822,0.599612,9,4250.77,472.3077777777778,0.1111111111111111,1,10000.0,2013-08-14,churn_risk,136,0.0,0.0,0.0
104051988,price_sensitive,lost_cause,2012-04-26,2012-04,market_9,offline_store,coupon_offer,0.0874,0.520947,0.183286,0.009227,0.600933,6,1153.45,192.24166666666667,0.8333333333333334,1,20000.0,2013-08-14,churn_risk,116,0.0,0.0,0.0
104210875,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.084142,0.527778,0.233836,0.00178,0.6,11,4533.9,412.17272727272723,0.09090909090909091,1,20000.0,2013-08-14,churn_risk,114,0.0,0.0,0.0
104308389,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.085856,0.526412,0.221004,0.006135,0.60195,10,2394.21,239.421,0.2,1,20000.0,2013-08-14,churn_risk,115,0.0,0.0,0.0
104316579,price_sensitive,sure_thing,2012-04-04,2012-04,market_4,offline_store,coupon_offer,0.019519,0.305925,0.064638,0.005469,0.601301,7,2700.69,385.8128571428571,0.14285714285714285,1,10000.0,2013-08-14,churn_risk,133,0.0,0.0,0.0
104480050,price_sensitive,lost_cause,2012-04-14,2012-04,market_9,offline_store,coupon_offer,0.050934,0.389344,0.133936,0.002334,0.600934,8,2994.5499999999997,374.31874999999997,0.0,1,15000.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
104561525,price_sensitive,sure_thing,2012-04-27,2012-04,market_14,offline_store,coupon_offer,0.085898,0.514117,0.213452,0.006412,0.602565,9,2428.12,269.7911111111111,0.0,1,20000.0,2013-08-14,churn_risk,120,0.0,0.0,0.0
104641432,price_sensitive,lost_cause,2012-03-27,2012-03,market_9,offline_store,coupon_offer,0.00043,0.246108,0.043625,0.00013,0.599506,8,4237.98,529.7475,0.25,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
104930774,explorer,lost_cause,2012-04-16,2012-04,market_14,offline_store,coupon_offer,0.000207,0.240437,0.068984,0.000455,0.6,10,3627.33,362.733,0.1,1,7500.0,2013-08-14,churn_risk,128,0.0,0.0,0.0
105051432,price_sensitive,lost_cause,2012-04-28,2012-04,market_8,offline_store,coupon_offer,0.084638,0.518215,0.192097,0.00326,0.601304,7,2475.11,353.58714285714285,0.0,1,20000.0,2013-08-14,churn_risk,116,0.0,0.0,0.0
105057732,explorer,lost_cause,2012-03-29,2012-03,market_2,offline_store,coupon_offer,0.000123,0.229508,0.026927,0.000271,0.6,6,4044.5699999999997,674.0949999999999,0.0,1,7500.0,2013-08-14,churn_risk,154,0.0,0.0,0.0
105284964,price_sensitive,sleeping_dog,2012-04-05,2012-04,market_4,offline_store,coupon_offer,0.034488,0.309434,0.079758,0.020953,0.595794,8,3557.92,444.74,0.0,1,10000.0,2013-08-14,churn_risk,133,0.0,0.0,0.0
105761090,price_sensitive,sure_thing,2012-04-27,2012-04,market_1,offline_store,coupon_offer,0.085811,0.518215,0.214781,0.006066,0.602049,9,4422.88,491.43111111111114,0.3333333333333333,1,20000.0,2013-08-14,churn_risk,117,0.0,0.0,0.0
105879397,explorer,lost_cause,2012-03-29,2012-03,market_4,offline_store,coupon_offer,0.0,0.234973,0.009642,0.0,0.6,4,1459.83,364.9575,0.0,1,7500.0,2013-08-14,churn_risk,150,0.0,0.0,0.0
106037120,price_sensitive,lost_cause,2012-04-30,2012-04,market_1,offline_store,coupon_offer,0.085383,0.51275,0.205592,0.005066,0.601857,8,3873.6099999999997,484.20124999999996,0.125,1,20000.0,2013-08-14,churn_risk,118,0.0,0.0,0.0
106072982,explorer,lost_cause,2012-03-26,2012-03,market_1,offline_store,coupon_offer,0.000856,0.248634,0.071407,0.001883,0.6,10,2613.72,261.37199999999996,0.0,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
106399228,price_sensitive,lost_cause,2012-04-10,2012-04,market_1,offline_store,coupon_offer,0.034794,0.333025,0.075978,0.000829,0.598555,4,3318.16,829.54,0.0,1,12500.0,2013-08-14,churn_risk,148,0.0,0.0,0.0
106569013,explorer,lost_cause,2012-03-26,2012-03,market_11,offline_store,coupon_offer,0.0,0.247268,0.124656,0.0,0.6,12,4799.96,399.99666666666667,0.08333333333333333,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
106595059,price_sensitive,sleeping_dog,2012-04-23,2012-04,market_2,offline_store,coupon_offer,0.086424,0.51275,0.177239,0.007726,0.603091,5,2039.74,407.948,0.2,1,20000.0,2013-08-14,churn_risk,125,0.0,0.0,0.0
106650303,price_sensitive,sure_thing,2012-04-24,2012-04,market_11,offline_store,coupon_offer,0.085059,0.522313,0.187508,0.004314,0.601726,7,4719.67,674.2385714285714,0.14285714285714285,1,20000.0,2013-08-14,churn_risk,117,0.0,0.0,0.0
106907548,price_sensitive,sleeping_dog,2012-04-07,2012-04,market_1,offline_store,coupon_offer,0.02851,0.301254,0.051677,0.012081,0.595484,5,1568.6399999999999,313.72799999999995,0.0,1,10000.0,2013-08-14,churn_risk,136,0.0,0.0,0.0
106956823,explorer,lost_cause,2012-03-28,2012-03,market_2,offline_store,coupon_offer,0.0,0.245902,0.082645,0.0,0.6,11,1945.98,176.90727272727273,0.09090909090909091,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
107054468,explorer,lost_cause,2012-04-25,2012-04,market_11,offline_store,coupon_offer,0.0,0.233607,0.02686,0.0,0.6,6,2073.22,345.53666666666663,0.0,1,7500.0,2013-08-14,churn_risk,124,0.0,0.0,0.0
107175080,explorer,lost_cause,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.001227,0.241803,0.039931,0.002699,0.6,8,4690.129999999999,586.2662499999999,0.125,1,7500.0,2013-08-14,churn_risk,148,0.0,0.0,0.0
107428535,price_sensitive,lost_cause,2012-03-27,2012-03,market_9,offline_store,coupon_offer,0.000369,0.240642,0.053922,0.0,0.599508,9,3411.66,379.0733333333333,0.0,1,7500.0,2013-08-14,churn_risk,148,0.0,0.0,0.0
107456394,price_sensitive,lost_cause,2012-03-26,2012-03,market_4,offline_store,coupon_offer,0.00095,0.246225,0.034958,0.000811,0.599224,7,4315.24,616.4628571428572,0.0,1,7500.0,2013-08-14,churn_risk,145,0.0,0.0,0.0
107480689,explorer,sure_thing,2012-04-01,2012-04,market_9,offline_store,coupon_offer,0.000425,0.229508,0.025716,0.000935,0.6,6,3511.7299999999996,585.2883333333333,0.0,1,7500.0,2013-08-14,churn_risk,151,0.0,0.0,0.0
107987715,price_sensitive,sleeping_dog,2012-04-03,2012-04,market_39,offline_store,coupon_offer,0.042053,0.350764,0.132312,0.00606,0.592047,10,1694.44,169.44400000000002,0.0,1,12500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
108470016,explorer,lost_cause,2012-03-29,2012-03,market_11,offline_store,coupon_offer,0.0,0.23224,0.011708,0.0,0.6,4,669.11,167.2775,0.25,1,7500.0,2013-08-14,churn_risk,152,0.0,0.0,0.0
108493301,price_sensitive,lost_cause,2012-04-26,2012-04,market_9,offline_store,coupon_offer,0.084135,0.511384,0.226256,0.001928,0.600548,10,3929.15,392.915,0.2,1,20000.0,2013-08-14,churn_risk,123,0.0,0.0,0.0
108559330,price_sensitive,sure_thing,2012-04-21,2012-04,market_14,offline_store,coupon_offer,0.018527,0.283072,0.056517,0.001317,0.598749,6,3030.12,505.02,0.0,1,10000.0,2013-08-14,churn_risk,133,0.0,0.0,0.0
108736062,explorer,lost_cause,2012-03-31,2012-03,market_8,offline_store,coupon_offer,0.0,0.230874,0.041322,0.0,0.6,8,2495.7300000000005,311.96625000000006,0.0,1,7500.0,2013-08-14,churn_risk,151,0.0,0.0,0.0
109206241,explorer,lost_cause,2012-03-25,2012-03,market_39,offline_store,coupon_offer,0.0,0.241803,0.030303,0.0,0.6,7,2701.08,385.86857142857144,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,149,0.0,0.0,0.0
110970589,price_sensitive,sleeping_dog,2012-04-04,2012-04,market_4,offline_store,coupon_offer,0.022479,0.304462,0.125495,0.00101,0.593193,12,5920.3,493.35833333333335,0.3333333333333333,1,10000.0,2013-08-14,churn_risk,136,0.0,0.0,0.0
112636518,explorer,lost_cause,2012-04-17,2012-04,market_1,offline_store,coupon_offer,0.0,0.248634,0.092975,0.0,0.6,12,7386.09,615.5075,0.08333333333333333,1,7500.0,2013-08-14,churn_risk,121,0.0,0.0,0.0
112761895,price_sensitive,lost_cause,2012-04-04,2012-04,market_9,offline_store,coupon_offer,0.020325,0.303353,0.130509,0.000616,0.595697,12,5988.77,499.0641666666667,0.25,1,10000.0,2013-08-14,churn_risk,136,0.0,0.0,0.0
113193562,price_sensitive,sleeping_dog,2012-04-24,2012-04,market_1,offline_store,coupon_offer,0.08746,0.519581,0.21982,0.010021,0.603139,9,6468.32,718.7022222222222,0.0,1,20000.0,2013-08-14,churn_risk,119,0.0,0.0,0.0
113275440,price_sensitive,lost_cause,2012-04-17,2012-04,market_11,offline_store,coupon_offer,0.051933,0.400273,0.124844,0.004832,0.601933,7,929.19,132.74142857142857,0.14285714285714285,1,15000.0,2013-08-14,churn_risk,132,0.0,0.0,0.0
113914791,price_sensitive,lost_cause,2012-04-04,2012-04,market_2,offline_store,coupon_offer,0.037108,0.346275,0.123394,0.002137,0.596262,9,3621.0099999999998,402.33444444444444,0.2222222222222222,1,12500.0,2013-08-14,churn_risk,145,0.0,0.0,0.0
114772644,price_sensitive,sure_thing,2012-04-17,2012-04,market_11,offline_store,coupon_offer,0.052299,0.413934,0.136753,0.005747,0.602299,8,1218.09,152.26125,0.0,1,15000.0,2013-08-14,churn_risk,122,0.0,0.0,0.0
114831196,explorer,lost_cause,2012-03-25,2012-03,market_4,offline_store,coupon_offer,0.0,0.245902,0.068871,0.0,0.6,10,1374.38,137.43800000000002,0.1,1,7500.0,2013-08-14,churn_risk,146,0.0,0.0,0.0
114961216,price_sensitive,sure_thing,2012-04-29,2012-04,market_2,offline_store,coupon_offer,0.084858,0.516849,0.214946,0.003812,0.601525,9,3924.52,436.0577777777778,0.1111111111111111,1,20000.0,2013-08-14,churn_risk,116,0.0,0.0,0.0
115025785,price_sensitive,sleeping_dog,2012-04-14,2012-04,market_11,offline_store,coupon_offer,0.066749,0.392077,0.119219,0.041873,0.616749,5,2132.62,426.524,0.0,1,15000.0,2013-08-14,churn_risk,141,0.0,0.0,0.0
115666185,explorer,lost_cause,2012-03-26,2012-03,market_4,offline_store,coupon_offer,0.000131,0.241803,0.068943,0.000288,0.6,10,2840.79,284.079,0.0,1,7500.0,2013-08-14,churn_risk,148,0.0,0.0,0.0
116077314,price_sensitive,lost_cause,2012-04-04,2012-04,market_2,offline_store,coupon_offer,0.00077,0.236767,0.036236,0.0,0.598973,7,2038.45,291.20714285714286,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
116666140,price_sensitive,sure_thing,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.084139,0.526412,0.281355,0.002015,0.600806,12,11895.310000000001,991.2758333333335,0.16666666666666666,1,20000.0,2013-08-14,churn_risk,115,0.0,0.0,0.0
117136617,price_sensitive,sure_thing,2012-04-07,2012-04,market_1,offline_store,coupon_offer,0.02047,0.299177,0.089266,0.001327,0.596167,9,3759.17,417.68555555555554,0.0,1,10000.0,2013-08-14,churn_risk,136,0.0,0.0,0.0
118165952,price_sensitive,sleeping_dog,2012-04-07,2012-04,market_4,offline_store,coupon_offer,0.019861,0.288076,0.09995,0.006729,0.60202,10,13555.199999999999,1355.52,0.0,1,10000.0,2013-08-14,churn_risk,143,0.0,0.0,0.0
118467815,price_sensitive,lost_cause,2012-04-19,2012-04,market_39,offline_store,coupon_offer,0.001739,0.24105,0.058808,0.001398,0.598528,9,1015.04,112.78222222222222,0.1111111111111111,1,7500.0,2013-08-14,churn_risk,125,0.0,0.0,0.0
118510054,explorer,lost_cause,2012-03-28,2012-03,market_11,offline_store,coupon_offer,0.000498,0.244536,0.025756,0.001096,0.6,6,1795.8999999999999,299.31666666666666,0.0,1,7500.0,2013-08-14,churn_risk,144,0.0,0.0,0.0
119418811,price_sensitive,sure_thing,2012-04-25,2012-04,market_11,offline_store,coupon_offer,0.083684,0.520947,0.227385,0.000876,0.60035,10,4087.11,408.711,0.2,1,20000.0,2013-08-14,churn_risk,117,0.0,0.0,0.0
119716043,explorer,lost_cause,2012-03-27,2012-03,market_1,offline_store,coupon_offer,0.000135,0.243169,0.033132,0.000297,0.6,7,3021.2,431.59999999999997,0.14285714285714285,1,7500.0,2013-08-14,churn_risk,146,0.0,0.0,0.0
120579091,price_sensitive,lost_cause,2012-04-24,2012-04,market_8,offline_store,coupon_offer,0.083722,0.525046,0.228784,0.000855,0.6,10,6684.25,668.425,0.0,1,20000.0,2013-08-14,churn_risk,115,0.0,0.0,0.0
