customer_id,treatment_group,treatment_flag,campaign_type,coupon_cost,assigned_at,exposure_count,redeemed_campaigns,coupon_redeem_count_total,treatment_lift_base
100568149,contacted,1,TypeA,7500,2013-04-16 10:08:00,1,0,0,0.023554
100656827,contacted,1,TypeA,7500,2013-04-02 10:24:00,1,0,0,0.020202
100787762,contacted,1,TypeB,20000,2013-04-23 09:07:00,1,0,0,-0.0333
100931022,contacted,1,TypeA,7500,2013-04-18 10:02:00,1,1,1,0.182532
101047128,contacted,1,TypeB,15000,2013-04-01 11:48:00,1,1,2,0.1507
101132595,contacted,1,TypeA,7500,2013-03-26 09:42:00,1,1,1,0.179157
101549837,contacted,1,TypeA,7500,2013-03-27 11:26:00,1,0,0,0.018116
101988510,contacted,1,TypeA,7500,2013-04-20 09:55:00,1,0,0,0.021458
102146923,contacted,1,TypeA,7500,2013-03-31 10:11:00,1,0,0,0.020394
102767850,contacted,1,TypeB,20000,2013-04-25 10:06:00,1,0,0,-0.034583
103209315,contacted,1,TypeA,10000,2013-04-06 11:07:00,1,0,0,0.006925
103311116,contacted,1,TypeA,7500,2013-03-27 09:57:00,1,0,0,0.015636
103370612,contacted,1,TypeA,7500,2013-04-21 11:50:00,1,0,0,0.020405
103526202,contacted,1,TypeA,10000,2013-04-05 10:47:00,1,1,1,0.167837
103623524,contacted,1,TypeB,20000,2013-04-23 11:51:00,1,0,0,-0.032198
103933295,contacted,1,TypeA,7500,2013-03-27 11:48:00,1,0,0,0.01744
104019697,contacted,1,TypeA,10000,2013-04-05 11:55:00,1,0,0,0.009905
104051988,contacted,1,TypeB,20000,2013-04-26 09:07:00,1,0,0,-0.031227
104210875,contacted,1,TypeB,20000,2013-04-23 10:18:00,1,0,0,-0.036949
104308389,contacted,1,TypeB,20000,2013-04-23 11:58:00,1,0,0,-0.035019
104316579,contacted,1,TypeA,10000,2013-04-04 11:32:00,1,1,1,0.171957
104480050,contacted,1,TypeB,15000,2013-04-14 10:46:00,1,0,0,-0.014039
104561525,contacted,1,TypeB,20000,2013-04-27 09:26:00,1,1,1,0.124554
104641432,contacted,1,TypeA,7500,2013-03-27 11:11:00,1,0,0,0.020371
104930774,contacted,1,TypeA,7500,2013-04-16 09:30:00,1,0,0,0.017228
105051432,contacted,1,TypeB,20000,2013-04-28 09:14:00,1,0,0,-0.033468
105057732,contacted,1,TypeA,7500,2013-03-29 09:38:00,1,0,0,0.020307
105284964,contacted,1,TypeA,10000,2013-04-05 10:05:00,1,0,0,0.015923
105761090,contacted,1,TypeB,20000,2013-04-27 11:50:00,1,1,1,0.12477
105879397,contacted,1,TypeA,7500,2013-03-29 10:19:00,1,0,0,0.022533
106037120,contacted,1,TypeB,20000,2013-04-30 09:02:00,1,0,0,-0.035038
106072982,contacted,1,TypeA,7500,2013-03-26 09:37:00,1,0,0,0.018065
106399228,contacted,1,TypeB,12500,2013-04-10 09:19:00,1,0,0,-0.000522
106569013,contacted,1,TypeA,7500,2013-03-26 09:21:00,1,0,0,0.012261
106595059,contacted,1,TypeB,20000,2013-04-23 09:10:00,1,0,0,-0.031725
106650303,contacted,1,TypeB,20000,2013-04-24 11:21:00,1,1,3,0.12759
106907548,contacted,1,TypeA,10000,2013-04-07 10:40:00,1,0,0,0.015669
106956823,contacted,1,TypeA,7500,2013-03-28 09:06:00,1,0,0,0.016326
107054468,contacted,1,TypeA,7500,2013-04-25 09:09:00,1,0,0,0.020675
107175080,contacted,1,TypeA,7500,2013-03-26 10:10:00,1,0,0,0.020678
107428535,contacted,1,TypeA,7500,2013-03-27 09:19:00,1,0,0,0.018771
107456394,contacted,1,TypeA,7500,2013-03-26 09:47:00,1,0,0,0.021429
107480689,contacted,1,TypeA,7500,2013-04-01 11:14:00,1,1,1,0.180549
107987715,contacted,1,TypeB,12500,2013-04-03 10:59:00,1,0,0,-0.002129
108470016,contacted,1,TypeA,7500,2013-03-29 11:01:00,1,0,0,0.022053
108493301,contacted,1,TypeB,20000,2013-04-26 10:17:00,1,0,0,-0.037806
108559330,contacted,1,TypeA,10000,2013-04-21 11:31:00,1,1,1,0.169915
108736062,contacted,1,TypeA,7500,2013-03-31 09:52:00,1,0,0,0.018955
109206241,contacted,1,TypeA,7500,2013-03-25 10:01:00,1,0,0,0.02115
110970589,contacted,1,TypeA,10000,2013-04-04 11:23:00,1,0,0,0.006187
112636518,contacted,1,TypeA,7500,2013-04-17 09:34:00,1,0,0,0.015566
112761895,contacted,1,TypeA,10000,2013-04-04 09:47:00,1,0,0,0.004972
113193562,contacted,1,TypeB,20000,2013-04-24 09:17:00,1,0,0,-0.034883
113275440,contacted,1,TypeB,15000,2013-04-17 09:32:00,1,0,0,-0.011587
113914791,contacted,1,TypeB,12500,2013-04-04 10:33:00,1,0,0,-0.003242
114772644,contacted,1,TypeB,15000,2013-04-17 11:39:00,1,1,1,0.148753
114831196,contacted,1,TypeA,7500,2013-03-25 11:52:00,1,0,0,0.017703
114961216,contacted,1,TypeB,20000,2013-04-29 09:30:00,1,1,1,0.12421
115025785,contacted,1,TypeB,15000,2013-04-14 09:45:00,1,0,0,-0.005177
115666185,contacted,1,TypeA,7500,2013-03-26 10:29:00,1,0,0,0.017339
116077314,contacted,1,TypeA,7500,2013-04-04 09:42:00,1,0,0,0.020258
116666140,contacted,1,TypeB,20000,2013-04-23 10:26:00,1,1,1,0.118202
117136617,contacted,1,TypeA,10000,2013-04-07 09:21:00,1,1,1,0.168769
118165952,contacted,1,TypeA,10000,2013-04-07 10:03:00,1,0,0,0.006825
118467815,contacted,1,TypeA,7500,2013-04-19 09:16:00,1,0,0,0.018773
118510054,contacted,1,TypeA,7500,2013-03-28 10:45:00,1,0,0,0.022077
119418811,contacted,1,TypeB,20000,2013-04-25 11:21:00,1,1,1,0.122847
119716043,contacted,1,TypeA,7500,2013-03-27 11:09:00,1,0,0,0.021058
120579091,contacted,1,TypeB,20000,2013-04-24 09:48:00,1,0,0,-0.036885
120592701,contacted,1,TypeA,10000,2013-04-06 10:43:00,1,0,0,0.014118
120684040,contacted,1,TypeA,7500,2013-04-21 11:05:00,1,0,0,0.018923
120827135,contacted,1,TypeA,7500,2013-03-25 09:50:00,1,0,0,0.019799
120954019,contacted,1,TypeA,7500,2013-03-26 11:46:00,1,0,0,0.02032
120959187,contacted,1,TypeB,20000,2013-04-23 10:43:00,1,1,1,0.115374
120998507,contacted,1,TypeA,7500,2013-03-29 10:16:00,1,0,0,0.015225
121033897,contacted,1,TypeA,7500,2013-03-25 10:42:00,1,0,0,0.017498
121072019,contacted,1,TypeA,7500,2013-03-27 09:24:00,1,1,1,0.179114
121112512,contacted,1,TypeA,7500,2013-03-29 09:21:00,1,0,0,0.020131
121149913,contacted,1,TypeB,12500,2013-03-30 11:21:00,1,0,0,-0.008925
121232619,contacted,1,TypeA,7500,2013-03-30 09:46:00,1,0,0,0.019986
121258165,contacted,1,TypeA,7500,2013-03-25 10:40:00,1,0,0,0.015794
121283388,contacted,1,TypeA,7500,2013-03-28 10:20:00,1,0,0,0.019286
121320985,contacted,1,TypeA,7500,2013-03-31 11:53:00,1,0,0,0.022734
121356385,contacted,1,TypeB,20000,2013-04-23 11:33:00,1,1,1,0.118461
121380657,contacted,1,TypeA,7500,2013-03-30 10:50:00,1,0,0,0.017369
121420930,contacted,1,TypeB,20000,2013-04-23 11:40:00,1,0,0,-0.036276
121438185,contacted,1,TypeB,20000,2013-04-23 09:55:00,1,1,1,0.121378
121443592,contacted,1,TypeB,20000,2013-04-23 09:48:00,1,0,0,-0.041237
121499444,contacted,1,TypeA,7500,2013-03-25 10:57:00,1,0,0,0.018132
121510624,contacted,1,TypeA,7500,2013-03-29 10:35:00,1,1,1,0.17433
121536788,contacted,1,TypeA,7500,2013-03-26 11:48:00,1,0,0,0.013362
121657542,contacted,1,TypeA,7500,2013-03-26 10:09:00,1,0,0,0.015572
121665015,contacted,1,TypeA,7500,2013-03-28 09:09:00,1,0,0,0.020389
121682219,contacted,1,TypeB,20000,2013-03-15 11:05:00,1,0,0,-0.033911
121692037,contacted,1,TypeA,10000,2013-04-04 11:57:00,1,1,1,0.167308
121741444,contacted,1,TypeB,20000,2013-03-28 09:50:00,1,0,0,-0.032193
121774339,contacted,1,TypeB,20000,2013-04-30 11:51:00,1,0,0,-0.034387
121789872,contacted,1,TypeB,20000,2013-04-23 09:28:00,1,1,1,0.124372
121847084,contacted,1,TypeB,15000,2013-04-04 09:03:00,1,0,0,-0.013086
121880519,contacted,1,TypeA,10000,2013-04-06 11:15:00,1,0,0,0.000969
121994604,contacted,1,TypeA,7500,2013-04-17 10:07:00,1,0,0,0.018253
122025370,contacted,1,TypeB,20000,2013-04-23 11:50:00,1,0,0,-0.036264
122108517,contacted,1,TypeB,20000,2013-04-23 09:11:00,1,0,0,-0.038218
122128385,contacted,1,TypeB,15000,2013-04-23 11:39:00,1,0,0,-0.012202
122178401,contacted,1,TypeB,12500,2013-03-30 10:59:00,1,0,0,-0.00358
122184391,contacted,1,TypeA,7500,2013-03-28 09:36:00,1,0,0,0.01853
122211499,contacted,1,TypeA,7500,2013-03-25 09:16:00,1,0,0,0.010814
122239916,contacted,1,TypeA,10000,2013-04-22 11:33:00,1,0,0,0.007675
122266813,contacted,1,TypeB,20000,2013-04-24 10:16:00,1,0,0,-0.041514
122279516,contacted,1,TypeB,20000,2013-04-23 10:33:00,1,0,0,-0.033161
122280118,contacted,1,TypeA,7500,2013-03-30 09:42:00,1,0,0,0.019773
122300720,contacted,1,TypeA,7500,2013-03-30 10:37:00,1,0,0,0.020405
122314160,contacted,1,TypeB,20000,2013-04-25 10:17:00,1,0,0,-0.042386
123033045,contacted,1,TypeA,7500,2013-03-25 10:41:00,1,1,1,0.179563
123147764,contacted,1,TypeA,7500,2013-03-25 11:35:00,1,0,0,0.01956
123229049,contacted,1,TypeB,12500,2013-03-30 09:14:00,1,0,0,-0.001091
123257342,contacted,1,TypeA,7500,2013-04-16 11:14:00,1,1,1,0.180158
123283152,contacted,1,TypeA,7500,2013-03-25 09:01:00,1,1,1,0.171019
123452057,contacted,1,TypeA,7500,2013-03-26 10:35:00,1,0,0,0.013018
123633767,contacted,1,TypeB,20000,2013-04-30 10:11:00,1,0,0,-0.034243
123742222,contacted,1,TypeA,7500,2013-03-26 09:32:00,1,0,0,0.015848
123791909,contacted,1,TypeA,7500,2013-03-29 10:20:00,1,0,0,0.017653
123795513,contacted,1,TypeB,20000,2013-04-23 10:20:00,1,0,0,-0.041772
123866394,contacted,1,TypeB,20000,2013-04-26 10:49:00,1,0,0,-0.035378
123895420,contacted,1,TypeA,10000,2013-04-04 11:38:00,1,0,0,0.009907
123986268,contacted,1,TypeA,7500,2013-03-30 11:36:00,1,0,0,0.01654
124006410,contacted,1,TypeB,12500,2013-04-01 10:58:00,1,0,0,-0.003212
124081013,contacted,1,TypeA,7500,2013-03-25 09:19:00,1,0,0,0.020179
124288922,contacted,1,TypeA,7500,2013-03-30 11:59:00,1,0,0,0.013765
124311535,contacted,1,TypeC,30000,2013-04-24 10:31:00,1,0,0,-0.07988
124436123,contacted,1,TypeB,20000,2013-04-29 11:36:00,1,0,0,-0.03513
124440990,contacted,1,TypeA,7500,2013-03-28 10:10:00,1,1,1,0.180461
124498568,contacted,1,TypeB,15000,2013-04-23 09:50:00,1,0,0,-0.014273
124551878,contacted,1,TypeA,7500,2013-03-29 10:28:00,1,0,0,0.013299
124734135,contacted,1,TypeA,7500,2013-03-26 10:03:00,1,1,1,0.178402
124782672,contacted,1,TypeA,7500,2013-03-27 11:09:00,1,0,0,0.016533
124859050,contacted,1,TypeA,7500,2013-03-25 10:57:00,1,0,0,0.018379
124868721,contacted,1,TypeA,7500,2013-03-28 11:40:00,1,0,0,0.014331
124869516,contacted,1,TypeA,7500,2013-03-26 09:12:00,1,0,0,0.01861
124905210,contacted,1,TypeA,7500,2013-03-28 10:36:00,1,1,1,0.176097
124947662,contacted,1,TypeA,7500,2013-04-09 10:09:00,1,0,0,0.017057
124955123,contacted,1,TypeA,7500,2013-03-26 09:25:00,1,1,1,0.170234
124959162,contacted,1,TypeA,7500,2013-03-31 11:23:00,1,0,0,0.020948
125011383,contacted,1,TypeA,7500,2013-03-27 11:17:00,1,0,0,0.019093
125069407,contacted,1,TypeA,7500,2013-03-25 11:02:00,1,0,0,0.016845
125106950,contacted,1,TypeB,20000,2013-04-27 10:33:00,1,1,1,0.122649
125146180,contacted,1,TypeA,7500,2013-03-29 09:30:00,1,0,0,0.019268
125148192,contacted,1,TypeB,12500,2013-04-01 10:28:00,1,0,0,-0.002321
125188942,contacted,1,TypeA,7500,2013-03-30 09:06:00,1,1,2,0.175536
125209407,contacted,1,TypeA,10000,2013-04-07 09:28:00,1,0,0,0.009485
125380963,contacted,1,TypeA,7500,2013-03-26 11:25:00,1,1,1,0.173801
125459460,contacted,1,TypeB,15000,2013-04-19 11:11:00,1,0,0,-0.019532
125524964,contacted,1,TypeA,7500,2013-03-27 11:04:00,1,0,0,0.016135
125535105,contacted,1,TypeA,7500,2013-03-27 10:30:00,1,0,0,0.020431
125555523,contacted,1,TypeA,7500,2013-03-28 11:16:00,1,0,0,0.023286
125605108,contacted,1,TypeA,7500,2013-03-27 09:09:00,1,1,1,0.176442
125655979,contacted,1,TypeA,7500,2013-03-25 09:47:00,1,0,0,0.008149
125718294,contacted,1,TypeB,20000,2013-04-28 11:28:00,1,0,0,-0.038847
125831159,contacted,1,TypeB,20000,2013-04-26 11:36:00,1,1,1,0.119779
125841983,contacted,1,TypeA,7500,2013-03-30 11:25:00,1,0,0,0.019152
125910220,contacted,1,TypeB,12500,2013-04-23 10:49:00,1,0,0,-0.002521
125935223,contacted,1,TypeA,10000,2013-04-05 10:05:00,1,0,0,0.004853
125977371,contacted,1,TypeA,7500,2013-03-26 11:29:00,1,0,0,0.015498
126013128,contacted,1,TypeA,7500,2013-03-26 10:05:00,1,0,0,0.013224
126028355,contacted,1,TypeB,20000,2013-04-23 10:53:00,1,0,0,-0.036581
126073456,contacted,1,TypeA,7500,2013-04-03 10:46:00,1,0,0,0.019709
126251721,contacted,1,TypeB,20000,2013-04-25 11:01:00,1,1,2,0.124772
126252869,contacted,1,TypeA,7500,2013-03-25 11:32:00,1,0,0,0.018665
126255340,contacted,1,TypeA,7500,2013-03-29 10:35:00,1,0,0,0.021182
126280328,contacted,1,TypeB,20000,2013-04-23 09:50:00,1,1,2,0.124789
126370523,contacted,1,TypeA,7500,2013-03-27 09:03:00,1,0,0,0.017438
126409696,contacted,1,TypeB,20000,2013-04-23 11:10:00,1,0,0,-0.036136
126432639,contacted,1,TypeA,10000,2013-04-05 11:03:00,1,0,0,0.00692
126445493,contacted,1,TypeA,7500,2013-03-26 10:47:00,1,0,0,0.018962
126540148,contacted,1,TypeB,20000,2013-04-27 09:31:00,1,0,0,-0.036721
126546186,contacted,1,TypeA,7500,2013-03-25 10:50:00,1,1,2,0.173707
126580341,contacted,1,TypeA,7500,2013-03-25 11:37:00,1,0,0,0.020648
126585633,contacted,1,TypeA,7500,2013-03-28 10:36:00,1,0,0,0.019162
126802499,contacted,1,TypeA,7500,2013-03-29 11:24:00,1,0,0,0.017638
126807791,contacted,1,TypeA,7500,2013-03-26 09:08:00,1,1,1,0.17146
126831894,contacted,1,TypeA,7500,2013-03-26 11:31:00,1,0,0,0.01513
126901861,contacted,1,TypeA,7500,2013-03-28 10:12:00,1,0,0,0.019498
127651952,contacted,1,TypeB,15000,2013-03-27 11:50:00,1,1,6,0.151393
128757147,contacted,1,TypeB,15000,2013-03-27 09:18:00,1,0,0,-0.011999
131596126,contacted,1,TypeA,7500,2013-04-06 10:07:00,1,1,1,0.179993
132144231,contacted,1,TypeA,7500,2013-03-25 10:57:00,1,0,0,0.018939
132903490,contacted,1,TypeA,7500,2013-04-04 10:23:00,1,1,1,0.182031
132907524,contacted,1,TypeA,10000,2013-04-05 09:24:00,1,0,0,0.001817
132913511,contacted,1,TypeA,7500,2013-04-02 10:37:00,1,0,0,0.018382
133169196,contacted,1,TypeA,7500,2013-03-29 11:17:00,1,0,0,0.021492
133184264,contacted,1,TypeB,12500,2013-03-30 10:13:00,1,0,0,-0.00087
133206652,contacted,1,TypeB,20000,2013-04-23 11:39:00,1,0,0,-0.041369
133241995,contacted,1,TypeA,7500,2013-03-25 09:12:00,1,0,0,0.022459
133321371,contacted,1,TypeA,7500,2013-03-28 11:21:00,1,0,0,0.018813
133329309,contacted,1,TypeA,7500,2013-03-27 11:20:00,1,0,0,0.016089
133349015,contacted,1,TypeA,7500,2013-03-27 11:31:00,1,0,0,0.016807
133517245,contacted,1,TypeA,7500,2013-03-25 11:47:00,1,0,0,0.016463
133519392,contacted,1,TypeA,7500,2013-04-06 09:32:00,1,1,1,0.177789
133524028,contacted,1,TypeA,7500,2013-04-19 09:04:00,1,0,0,0.019486
133566312,contacted,1,TypeA,7500,2013-03-30 09:09:00,1,0,0,0.021426
133578756,contacted,1,TypeB,12500,2013-04-01 09:44:00,1,0,0,-0.000383
133750708,contacted,1,TypeA,10000,2013-04-04 10:20:00,1,0,0,0.010704
133776267,contacted,1,TypeA,7500,2013-03-26 11:25:00,1,0,0,0.022384
133956026,contacted,1,TypeA,7500,2013-03-25 09:34:00,1,0,0,0.01914
133991242,contacted,1,TypeA,7500,2013-03-25 11:15:00,1,0,0,0.019674
134091076,contacted,1,TypeA,7500,2013-03-28 11:01:00,1,0,0,0.019456
134238273,contacted,1,TypeA,7500,2013-03-26 10:10:00,1,0,0,0.007577
134372076,contacted,1,TypeC,30000,2013-04-23 11:48:00,1,0,0,-0.077512
134669160,contacted,1,TypeA,10000,2013-04-22 10:00:00,1,1,1,0.170405
134678364,contacted,1,TypeA,10000,2013-04-05 11:51:00,1,0,0,0.009866
134836754,contacted,1,TypeA,7500,2013-03-31 09:30:00,1,0,0,0.019455
134911993,contacted,1,TypeA,10000,2013-04-06 11:22:00,1,0,0,0.009525
135019886,contacted,1,TypeA,7500,2013-03-30 11:07:00,1,0,0,0.021564
135117158,contacted,1,TypeA,7500,2013-03-25 10:54:00,1,0,0,0.009708
135211378,contacted,1,TypeA,7500,2013-03-26 11:37:00,1,0,0,0.021426
135250657,contacted,1,TypeA,7500,2013-03-28 10:52:00,1,0,0,0.017772
135290245,contacted,1,TypeA,7500,2013-03-28 10:48:00,1,0,0,0.010932
135332536,contacted,1,TypeB,20000,2013-04-23 09:46:00,1,0,0,-0.042186
135426763,contacted,1,TypeA,7500,2013-03-25 09:44:00,1,1,2,0.17793
135575039,contacted,1,TypeA,7500,2013-03-26 11:54:00,1,0,0,0.019637
135591389,contacted,1,TypeA,7500,2013-04-19 09:34:00,1,1,1,0.175432
135633114,contacted,1,TypeB,12500,2013-03-29 11:50:00,1,0,0,-0.001463
135650107,contacted,1,TypeA,7500,2013-03-27 10:32:00,1,0,0,0.021753
135655972,contacted,1,TypeA,10000,2013-04-05 10:18:00,1,1,1,0.177373
135832715,contacted,1,TypeA,7500,2013-03-25 09:26:00,1,0,0,0.016533
136132371,contacted,1,TypeB,20000,2013-04-25 11:47:00,1,0,0,-0.035297
136194706,contacted,1,TypeA,7500,2013-04-02 11:41:00,1,0,0,0.020071
136288534,contacted,1,TypeB,12500,2013-04-20 11:06:00,1,0,0,0.000263
136466468,contacted,1,TypeA,7500,2013-03-30 10:15:00,1,0,0,0.017051
136522236,contacted,1,TypeA,7500,2013-03-28 09:10:00,1,0,0,0.016336
136569925,contacted,1,TypeA,7500,2013-03-25 09:06:00,1,1,1,0.175576
136694932,contacted,1,TypeA,7500,2013-03-30 11:15:00,1,0,0,0.01447
136827473,contacted,1,TypeA,7500,2013-04-04 10:52:00,1,0,0,0.019848
136889646,contacted,1,TypeA,7500,2013-03-25 09:18:00,1,0,0,0.017742
136964337,contacted,1,TypeA,7500,2013-03-25 11:11:00,1,0,0,0.022041
137129436,contacted,1,TypeA,7500,2013-03-25 09:53:00,1,1,1,0.178882
137277715,contacted,1,TypeB,12500,2013-03-30 09:07:00,1,0,0,-0.004547
137336971,contacted,1,TypeA,7500,2013-03-29 11:48:00,1,0,0,0.021356
137512285,contacted,1,TypeA,7500,2013-03-25 09:33:00,1,0,0,0.021135
137577937,contacted,1,TypeB,15000,2013-04-01 11:27:00,1,0,0,-0.020887
137602295,contacted,1,TypeA,7500,2013-03-30 09:10:00,1,0,0,0.020372
137618014,contacted,1,TypeA,7500,2013-03-29 11:34:00,1,0,0,0.021424
137639611,contacted,1,TypeA,10000,2013-04-05 11:08:00,1,0,0,0.009557
137697105,contacted,1,TypeB,20000,2013-04-26 09:09:00,1,0,0,-0.035444
137892976,contacted,1,TypeB,20000,2013-04-26 10:42:00,1,0,0,-0.032678
137906772,contacted,1,TypeA,7500,2013-04-05 11:27:00,1,1,1,0.180607
137986636,contacted,1,TypeB,12500,2013-03-30 10:45:00,1,1,1,0.153951
138043551,contacted,1,TypeA,10000,2013-04-04 09:36:00,1,1,1,0.166833
138076870,contacted,1,TypeA,10000,2013-04-26 09:28:00,1,0,0,0.011463
138223530,contacted,1,TypeA,7500,2013-03-26 10:49:00,1,0,0,0.016648
138242447,contacted,1,TypeA,7500,2013-03-29 09:32:00,1,0,0,0.017502
138412301,contacted,1,TypeB,20000,2013-04-25 11:15:00,1,0,0,-0.034434
138664405,contacted,1,TypeA,7500,2013-04-19 11:18:00,1,0,0,0.018775
138788984,contacted,1,TypeB,20000,2013-04-24 11:23:00,1,0,0,-0.034856
138808841,contacted,1,TypeA,7500,2013-03-30 09:55:00,1,0,0,0.018877
138820027,contacted,1,TypeA,7500,2013-03-27 10:08:00,1,0,0,0.019617
138952839,contacted,1,TypeA,7500,2013-03-25 11:12:00,1,1,1,0.172121
139168415,contacted,1,TypeA,7500,2013-03-27 11:15:00,1,1,2,0.179356
139242547,contacted,1,TypeA,7500,2013-03-25 10:08:00,1,0,0,0.019835
139391930,contacted,1,TypeA,7500,2013-04-03 11:14:00,1,0,0,0.021229
139502481,contacted,1,TypeA,7500,2013-04-08 09:00:00,1,0,0,0.018404
139614009,contacted,1,TypeA,7500,2013-03-26 11:17:00,1,0,0,0.020801
139623800,contacted,1,TypeA,7500,2013-03-28 11:55:00,1,1,1,0.177359
139657517,contacted,1,TypeB,20000,2013-03-25 10:49:00,1,0,0,-0.034819
139662731,contacted,1,TypeB,12500,2013-03-30 11:15:00,1,0,0,-0.002279
139678846,contacted,1,TypeB,20000,2013-04-26 10:47:00,1,0,0,-0.033614
139703953,contacted,1,TypeA,7500,2013-04-05 10:11:00,1,1,1,0.179326
139729139,contacted,1,TypeA,7500,2013-03-25 11:04:00,1,0,0,0.022164
139733531,contacted,1,TypeA,7500,2013-03-27 09:35:00,1,0,0,0.020171
139801455,contacted,1,TypeA,10000,2013-04-06 11:22:00,1,0,0,0.00549
139807952,contacted,1,TypeB,12500,2013-03-30 09:43:00,1,0,0,-0.001447
139827894,contacted,1,TypeA,7500,2013-03-26 11:38:00,1,0,0,0.016737
139851379,contacted,1,TypeA,7500,2013-04-23 10:16:00,1,0,0,0.020678
139856503,contacted,1,TypeA,7500,2013-03-30 10:12:00,1,0,0,0.018026
140015206,contacted,1,TypeA,7500,2013-03-25 11:55:00,1,0,0,0.019086
140030866,contacted,1,TypeB,15000,2013-04-23 09:25:00,1,0,0,-0.012216
140060109,contacted,1,TypeB,15000,2013-04-01 10:46:00,1,0,0,-0.013181
140146490,contacted,1,TypeA,7500,2013-03-29 10:53:00,1,1,1,0.180513
140232929,contacted,1,TypeA,7500,2013-04-19 09:23:00,1,0,0,0.023075
140236260,contacted,1,TypeA,7500,2013-03-25 09:23:00,1,0,0,0.017443
140309229,contacted,1,TypeA,7500,2013-03-25 09:13:00,1,0,0,0.015707
140431769,contacted,1,TypeA,7500,2013-03-31 10:23:00,1,0,0,0.016336
140467471,contacted,1,TypeA,7500,2013-03-27 09:08:00,1,0,0,0.015912
140650189,contacted,1,TypeA,10000,2013-04-04 10:52:00,1,0,0,0.004444
140651040,contacted,1,TypeA,7500,2013-03-29 10:25:00,1,0,0,0.016329
140700907,contacted,1,TypeA,7500,2013-04-05 11:31:00,1,0,0,0.019343
