customer_id,persona,uplift_segment_true,signup_date,acquisition_month,region,device_type,acquisition_channel,coupon_affinity,price_sensitivity,discount_fatigue_sensitivity,offer_dependency_risk,brand_sensitivity
100656827,explorer,lost_cause,2012-04-02,2012-04,market_1,offline_store,coupon_offer,0.0,0.222678,0.020661,0.0,0.6
100787762,price_sensitive,sleeping_dog,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.087368,0.526412,0.210128,0.00962,0.60248
100931022,explorer,sure_thing,2012-04-18,2012-04,market_9,offline_store,coupon_offer,0.0,0.236339,0.011019,0.0,0.6
101047128,price_sensitive,sure_thing,2012-04-01,2012-04,market_9,offline_store,coupon_offer,0.051297,0.412568,0.111409,0.003244,0.601297
101132595,explorer,sure_thing,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.0,0.236339,0.044766,0.0,0.6
101549837,explorer,lost_cause,2012-03-27,2012-03,market_4,offline_store,coupon_offer,0.0,0.245902,0.064738,0.0,0.6
101988510,explorer,lost_cause,2012-04-20,2012-04,market_8,offline_store,coupon_offer,0.001276,0.234973,0.025495,0.002806,0.6
102146923,explorer,lost_cause,2012-03-31,2012-03,market_7,offline_store,coupon_offer,0.0,0.240437,0.036501,0.0,0.6
102767850,price_sensitive,lost_cause,2012-04-25,2012-04,market_9,offline_store,coupon_offer,0.084957,0.519581,0.206047,0.004059,0.601624
103209315,price_sensitive,lost_cause,2012-04-06,2012-04,market_9,offline_store,coupon_offer,0.021935,0.292426,0.107289,0.004632,0.597298
103311116,explorer,lost_cause,2012-03-27,2012-03,market_11,offline_store,coupon_offer,0.0,0.247268,0.090909,0.0,0.6
103370612,explorer,lost_cause,2012-04-21,2012-04,market_8,offline_store,coupon_offer,0.0,0.226776,0.022727,0.0,0.6
103526202,price_sensitive,sure_thing,2012-04-05,2012-04,market_39,offline_store,coupon_offer,0.02034,0.305322,0.106412,0.004086,0.598916
103623524,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.083333,0.525046,0.18036,0.0,0.6
103933295,explorer,lost_cause,2012-03-27,2012-03,market_8,offline_store,coupon_offer,0.000221,0.239071,0.065548,0.000485,0.6
104019697,price_sensitive,sleeping_dog,2012-04-05,2012-04,market_4,offline_store,coupon_offer,0.021034,0.301223,0.084755,0.005822,0.599612
104051988,price_sensitive,lost_cause,2012-04-26,2012-04,market_9,offline_store,coupon_offer,0.0874,0.520947,0.183286,0.009227,0.600933
104210875,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.084142,0.527778,0.233836,0.00178,0.6
104308389,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.085856,0.526412,0.221004,0.006135,0.60195
104316579,price_sensitive,sure_thing,2012-04-04,2012-04,market_4,offline_store,coupon_offer,0.019519,0.305925,0.064638,0.005469,0.601301
104480050,price_sensitive,lost_cause,2012-04-14,2012-04,market_9,offline_store,coupon_offer,0.050934,0.389344,0.133936,0.002334,0.600934
104561525,price_sensitive,sure_thing,2012-04-27,2012-04,market_14,offline_store,coupon_offer,0.085898,0.514117,0.213452,0.006412,0.602565
104641432,price_sensitive,lost_cause,2012-03-27,2012-03,market_9,offline_store,coupon_offer,0.00043,0.246108,0.043625,0.00013,0.599506
104930774,explorer,lost_cause,2012-04-16,2012-04,market_14,offline_store,coupon_offer,0.000207,0.240437,0.068984,0.000455,0.6
105051432,price_sensitive,lost_cause,2012-04-28,2012-04,market_8,offline_store,coupon_offer,0.084638,0.518215,0.192097,0.00326,0.601304
105057732,explorer,lost_cause,2012-03-29,2012-03,market_2,offline_store,coupon_offer,0.000123,0.229508,0.026927,0.000271,0.6
105284964,price_sensitive,sleeping_dog,2012-04-05,2012-04,market_4,offline_store,coupon_offer,0.034488,0.309434,0.079758,0.020953,0.595794
105761090,price_sensitive,sure_thing,2012-04-27,2012-04,market_1,offline_store,coupon_offer,0.085811,0.518215,0.214781,0.006066,0.602049
105879397,explorer,lost_cause,2012-03-29,2012-03,market_4,offline_store,coupon_offer,0.0,0.234973,0.009642,0.0,0.6
106037120,price_sensitive,lost_cause,2012-04-30,2012-04,market_1,offline_store,coupon_offer,0.085383,0.51275,0.205592,0.005066,0.601857
106072982,explorer,lost_cause,2012-03-26,2012-03,market_1,offline_store,coupon_offer,0.000856,0.248634,0.071407,0.001883,0.6
106399228,price_sensitive,lost_cause,2012-04-10,2012-04,market_1,offline_store,coupon_offer,0.034794,0.333025,0.075978,0.000829,0.598555
106569013,explorer,lost_cause,2012-03-26,2012-03,market_11,offline_store,coupon_offer,0.0,0.247268,0.124656,0.0,0.6
106595059,price_sensitive,sleeping_dog,2012-04-23,2012-04,market_2,offline_store,coupon_offer,0.086424,0.51275,0.177239,0.007726,0.603091
106650303,price_sensitive,sure_thing,2012-04-24,2012-04,market_11,offline_store,coupon_offer,0.085059,0.522313,0.187508,0.004314,0.601726
106907548,price_sensitive,sleeping_dog,2012-04-07,2012-04,market_1,offline_store,coupon_offer,0.02851,0.301254,0.051677,0.012081,0.595484
106956823,explorer,lost_cause,2012-03-28,2012-03,market_2,offline_store,coupon_offer,0.0,0.245902,0.082645,0.0,0.6
107054468,explorer,lost_cause,2012-04-25,2012-04,market_11,offline_store,coupon_offer,0.0,0.233607,0.02686,0.0,0.6
107175080,explorer,lost_cause,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.001227,0.241803,0.039931,0.002699,0.6
107428535,price_sensitive,lost_cause,2012-03-27,2012-03,market_9,offline_store,coupon_offer,0.000369,0.240642,0.053922,0.0,0.599508
107456394,price_sensitive,lost_cause,2012-03-26,2012-03,market_4,offline_store,coupon_offer,0.00095,0.246225,0.034958,0.000811,0.599224
107480689,explorer,sure_thing,2012-04-01,2012-04,market_9,offline_store,coupon_offer,0.000425,0.229508,0.025716,0.000935,0.6
107987715,price_sensitive,sleeping_dog,2012-04-03,2012-04,market_39,offline_store,coupon_offer,0.042053,0.350764,0.132312,0.00606,0.592047
108470016,explorer,lost_cause,2012-03-29,2012-03,market_11,offline_store,coupon_offer,0.0,0.23224,0.011708,0.0,0.6
108493301,price_sensitive,lost_cause,2012-04-26,2012-04,market_9,offline_store,coupon_offer,0.084135,0.511384,0.226256,0.001928,0.600548
108559330,price_sensitive,sure_thing,2012-04-21,2012-04,market_14,offline_store,coupon_offer,0.018527,0.283072,0.056517,0.001317,0.598749
108736062,explorer,lost_cause,2012-03-31,2012-03,market_8,offline_store,coupon_offer,0.0,0.230874,0.041322,0.0,0.6
109206241,explorer,lost_cause,2012-03-25,2012-03,market_39,offline_store,coupon_offer,0.0,0.241803,0.030303,0.0,0.6
110970589,price_sensitive,sleeping_dog,2012-04-04,2012-04,market_4,offline_store,coupon_offer,0.022479,0.304462,0.125495,0.00101,0.593193
112636518,explorer,lost_cause,2012-04-17,2012-04,market_1,offline_store,coupon_offer,0.0,0.248634,0.092975,0.0,0.6
112761895,price_sensitive,lost_cause,2012-04-04,2012-04,market_9,offline_store,coupon_offer,0.020325,0.303353,0.130509,0.000616,0.595697
113193562,price_sensitive,sleeping_dog,2012-04-24,2012-04,market_1,offline_store,coupon_offer,0.08746,0.519581,0.21982,0.010021,0.603139
113275440,price_sensitive,lost_cause,2012-04-17,2012-04,market_11,offline_store,coupon_offer,0.051933,0.400273,0.124844,0.004832,0.601933
113914791,price_sensitive,lost_cause,2012-04-04,2012-04,market_2,offline_store,coupon_offer,0.037108,0.346275,0.123394,0.002137,0.596262
114772644,price_sensitive,sure_thing,2012-04-17,2012-04,market_11,offline_store,coupon_offer,0.052299,0.413934,0.136753,0.005747,0.602299
114831196,explorer,lost_cause,2012-03-25,2012-03,market_4,offline_store,coupon_offer,0.0,0.245902,0.068871,0.0,0.6
114961216,price_sensitive,sure_thing,2012-04-29,2012-04,market_2,offline_store,coupon_offer,0.084858,0.516849,0.214946,0.003812,0.601525
115025785,price_sensitive,sleeping_dog,2012-04-14,2012-04,market_11,offline_store,coupon_offer,0.066749,0.392077,0.119219,0.041873,0.616749
115666185,explorer,lost_cause,2012-03-26,2012-03,market_4,offline_store,coupon_offer,0.000131,0.241803,0.068943,0.000288,0.6
116077314,price_sensitive,lost_cause,2012-04-04,2012-04,market_2,offline_store,coupon_offer,0.00077,0.236767,0.036236,0.0,0.598973
116666140,price_sensitive,sure_thing,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.084139,0.526412,0.281355,0.002015,0.600806
117136617,price_sensitive,sure_thing,2012-04-07,2012-04,market_1,offline_store,coupon_offer,0.02047,0.299177,0.089266,0.001327,0.596167
118165952,price_sensitive,sleeping_dog,2012-04-07,2012-04,market_4,offline_store,coupon_offer,0.019861,0.288076,0.09995,0.006729,0.60202
118467815,price_sensitive,lost_cause,2012-04-19,2012-04,market_39,offline_store,coupon_offer,0.001739,0.24105,0.058808,0.001398,0.598528
118510054,explorer,lost_cause,2012-03-28,2012-03,market_11,offline_store,coupon_offer,0.000498,0.244536,0.025756,0.001096,0.6
119418811,price_sensitive,sure_thing,2012-04-25,2012-04,market_11,offline_store,coupon_offer,0.083684,0.520947,0.227385,0.000876,0.60035
119716043,explorer,lost_cause,2012-03-27,2012-03,market_1,offline_store,coupon_offer,0.000135,0.243169,0.033132,0.000297,0.6
120579091,price_sensitive,lost_cause,2012-04-24,2012-04,market_8,offline_store,coupon_offer,0.083722,0.525046,0.228784,0.000855,0.6
120592701,price_sensitive,sleeping_dog,2012-04-06,2012-04,market_1,offline_store,coupon_offer,0.025534,0.291722,0.048663,0.010648,0.598115
120684040,explorer,lost_cause,2012-04-21,2012-04,market_1,offline_store,coupon_offer,0.000519,0.236339,0.049184,0.001142,0.6
120827135,explorer,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,0.000883,0.244536,0.050072,0.001942,0.6
120954019,explorer,lost_cause,2012-03-26,2012-03,market_39,offline_store,coupon_offer,0.0,0.245902,0.0427,0.0,0.6
120959187,regular_loyal,sure_thing,2012-04-23,2012-04,market_11,offline_store,coupon_offer,0.083954,0.526412,0.308801,0.001552,0.600621
120998507,explorer,lost_cause,2012-03-29,2012-03,market_1,offline_store,coupon_offer,0.0,0.244536,0.092287,0.0,0.6
121033897,explorer,lost_cause,2012-03-25,2012-03,market_39,offline_store,coupon_offer,0.0,0.244536,0.069559,0.0,0.6
121072019,explorer,sure_thing,2012-03-27,2012-03,market_39,offline_store,coupon_offer,0.002687,0.243169,0.062772,0.005911,0.6
121112512,price_sensitive,lost_cause,2012-03-29,2012-03,market_39,offline_store,coupon_offer,0.000317,0.244712,0.044252,0.0,0.599577
121149913,price_sensitive,lost_cause,2012-03-30,2012-03,market_1,offline_store,coupon_offer,0.034471,0.360377,0.185993,0.0,0.598483
121232619,explorer,lost_cause,2012-03-30,2012-03,market_7,offline_store,coupon_offer,0.0,0.233607,0.033747,0.0,0.6
121258165,explorer,lost_cause,2012-03-25,2012-03,market_8,offline_store,coupon_offer,0.000659,0.247268,0.09196,0.00145,0.6
121283388,explorer,lost_cause,2012-03-28,2012-03,market_14,offline_store,coupon_offer,0.000535,0.219945,0.02922,0.001176,0.6
121320985,explorer,lost_cause,2012-03-31,2012-03,market_7,offline_store,coupon_offer,0.0,0.241803,0.014463,0.0,0.6
121356385,price_sensitive,sure_thing,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.083753,0.527778,0.278387,0.001049,0.60042
121380657,explorer,lost_cause,2012-03-30,2012-03,market_1,offline_store,coupon_offer,0.0,0.233607,0.059917,0.0,0.6
121420930,price_sensitive,lost_cause,2012-04-23,2012-04,market_39,offline_store,coupon_offer,0.084764,0.522313,0.224536,0.003389,0.600805
121438185,price_sensitive,sure_thing,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.08364,0.527778,0.248711,0.000768,0.600307
121443592,price_sensitive,lost_cause,2012-04-23,2012-04,market_14,offline_store,coupon_offer,0.083537,0.527891,0.274136,0.0,0.599729
121499444,explorer,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,0.000256,0.25,0.0697,0.000563,0.6
121510624,explorer,sure_thing,2012-03-29,2012-03,market_7,offline_store,coupon_offer,0.0,0.244536,0.10124,0.0,0.6
121536788,explorer,lost_cause,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.0,0.248634,0.115014,0.0,0.6
121657542,price_sensitive,lost_cause,2012-03-26,2012-03,market_11,offline_store,coupon_offer,0.00027,0.246052,0.091058,0.0,0.59964
121665015,price_sensitive,lost_cause,2012-03-28,2012-03,market_9,offline_store,coupon_offer,0.000503,0.242083,0.039533,0.0,0.59933
121682219,price_sensitive,lost_cause,2012-03-15,2012-03,market_9,offline_store,coupon_offer,0.084895,0.520449,0.197059,0.0,0.597918
121692037,price_sensitive,sure_thing,2012-04-04,2012-04,market_9,offline_store,coupon_offer,0.020933,0.302461,0.107427,0.0,0.594311
121741444,price_sensitive,lost_cause,2012-03-28,2012-03,market_15,offline_store,coupon_offer,0.085086,0.525046,0.188212,0.004389,0.601774
121774339,price_sensitive,lost_cause,2012-04-30,2012-04,market_4,offline_store,coupon_offer,0.083333,0.507286,0.184493,0.0,0.6
121789872,price_sensitive,sure_thing,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.084071,0.527778,0.220711,0.001844,0.600738
121847084,price_sensitive,sleeping_dog,2012-04-04,2012-04,market_9,offline_store,coupon_offer,0.052168,0.409836,0.150456,0.005421,0.602168
121880519,price_sensitive,sleeping_dog,2012-04-06,2012-04,market_9,offline_store,coupon_offer,0.023915,0.303402,0.18207,0.003221,0.593342
121994604,explorer,lost_cause,2012-04-17,2012-04,market_11,offline_store,coupon_offer,0.0,0.247268,0.064738,0.0,0.6
122025370,price_sensitive,lost_cause,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.088477,0.526412,0.243107,0.011406,0.600298
122108517,price_sensitive,lost_cause,2012-04-23,2012-04,market_1,offline_store,coupon_offer,0.083788,0.526412,0.243971,0.001136,0.600454
122128385,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.05,0.386612,0.108629,0.0,0.6
122178401,price_sensitive,sleeping_dog,2012-03-30,2012-03,market_39,offline_store,coupon_offer,0.040058,0.359813,0.149121,0.003706,0.59328
122184391,explorer,lost_cause,2012-03-28,2012-03,market_1,offline_store,coupon_offer,0.00079,0.241803,0.059663,0.001738,0.6
122211499,explorer,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,0.0,0.248634,0.140496,0.0,0.6
122239916,explorer,lost_cause,2012-04-22,2012-04,market_1,offline_store,coupon_offer,0.017355,0.305556,0.098572,0.001722,0.600689
122266813,price_sensitive,lost_cause,2012-04-24,2012-04,market_1,offline_store,coupon_offer,0.084487,0.511384,0.265017,0.002864,0.601084
122279516,price_sensitive,lost_cause,2012-04-23,2012-04,market_39,offline_store,coupon_offer,0.083333,0.523679,0.188625,0.0,0.6
122280118,explorer,lost_cause,2012-03-30,2012-03,market_9,offline_store,coupon_offer,0.0,0.241803,0.044077,0.0,0.6
122300720,explorer,lost_cause,2012-03-30,2012-03,market_9,offline_store,coupon_offer,0.0,0.226776,0.022727,0.0,0.6
122314160,price_sensitive,lost_cause,2012-04-25,2012-04,market_1,offline_store,coupon_offer,0.084482,0.523679,0.285675,0.002652,0.600417
123033045,explorer,sure_thing,2012-03-25,2012-03,market_2,offline_store,coupon_offer,0.0,0.245902,0.050275,0.0,0.6
123147764,explorer,lost_cause,2012-03-25,2012-03,market_8,offline_store,coupon_offer,0.0,0.248634,0.05303,0.0,0.6
123229049,price_sensitive,sleeping_dog,2012-03-30,2012-03,market_8,offline_store,coupon_offer,0.040723,0.363115,0.128826,0.002913,0.591912
123257342,explorer,sure_thing,2012-04-16,2012-04,market_8,offline_store,coupon_offer,0.000131,0.247268,0.046215,0.000288,0.6
123283152,explorer,sure_thing,2012-03-25,2012-03,market_14,offline_store,coupon_offer,0.000598,0.25,0.142202,0.001316,0.6
123452057,explorer,lost_cause,2012-03-26,2012-03,market_4,offline_store,coupon_offer,0.000796,0.247268,0.120272,0.001751,0.6
123633767,price_sensitive,lost_cause,2012-04-30,2012-04,market_4,offline_store,coupon_offer,0.083745,0.514117,0.191606,0.000956,0.600171
123742222,explorer,lost_cause,2012-03-26,2012-03,market_22,offline_store,coupon_offer,0.000617,0.248634,0.092626,0.001357,0.6
123791909,explorer,lost_cause,2012-03-29,2012-03,market_4,offline_store,coupon_offer,0.000242,0.240437,0.064872,0.000533,0.6
123795513,price_sensitive,lost_cause,2012-04-23,2012-04,market_4,offline_store,coupon_offer,0.083333,0.526412,0.277468,0.0,0.6
123866394,price_sensitive,lost_cause,2012-04-26,2012-04,market_14,offline_store,coupon_offer,0.083842,0.520947,0.210255,0.001213,0.60031
123895420,price_sensitive,sleeping_dog,2012-04-04,2012-04,market_9,offline_store,coupon_offer,0.026423,0.310524,0.105626,0.002033,0.588889
123986268,explorer,lost_cause,2012-03-30,2012-03,market_9,offline_store,coupon_offer,0.001797,0.236339,0.078123,0.003953,0.6
124006410,price_sensitive,lost_cause,2012-04-01,2012-04,market_39,offline_store,coupon_offer,0.036066,0.358172,0.131774,0.00142,0.597218
124081013,explorer,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,0.000195,0.248634,0.047628,0.000429,0.6
124288922,explorer,lost_cause,2012-03-30,2012-03,market_11,offline_store,coupon_offer,0.000353,0.241803,0.105566,0.000776,0.6
124311535,price_sensitive,lost_cause,2012-04-24,2012-04,market_7,offline_store,coupon_offer,0.151353,0.745902,0.350737,0.003353,0.601255
124436123,price_sensitive,lost_cause,2012-04-29,2012-04,market_8,offline_store,coupon_offer,0.086137,0.518215,0.21496,0.006709,0.601804
124440990,explorer,sure_thing,2012-03-28,2012-03,market_11,offline_store,coupon_offer,0.0,0.241803,0.03719,0.0,0.6
124498568,price_sensitive,lost_cause,2012-04-23,2012-04,market_9,offline_store,coupon_offer,0.0504,0.416667,0.161191,0.000999,0.6004
124551878,explorer,lost_cause,2012-03-29,2012-03,market_11,offline_store,coupon_offer,0.0,0.241803,0.108815,0.0,0.6
124734135,price_sensitive,sure_thing,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.0003,0.247434,0.064214,0.0,0.5996
124782672,explorer,lost_cause,2012-03-27,2012-03,market_7,offline_store,coupon_offer,0.0,0.244536,0.079201,0.0,0.6
124859050,explorer,lost_cause,2012-03-25,2012-03,market_9,offline_store,coupon_offer,0.00017,0.248634,0.06552,0.000374,0.6
124868721,explorer,lost_cause,2012-03-28,2012-03,market_9,offline_store,coupon_offer,0.0,0.243169,0.099862,0.0,0.6
124869516,explorer,lost_cause,2012-03-26,2012-03,market_11,offline_store,coupon_offer,0.0,0.23224,0.046143,0.0,0.6
124905210,price_sensitive,sure_thing,2012-03-28,2012-03,market_4,offline_store,coupon_offer,0.000689,0.246284,0.087156,0.0,0.599082
124947662,explorer,lost_cause,2012-04-09,2012-04,market_1,offline_store,coupon_offer,0.000276,0.226776,0.057314,0.000607,0.6
124955123,regular_loyal,sure_thing,2012-03-26,2012-03,market_9,offline_store,coupon_offer,0.001939,0.248701,0.153959,0.004,0.599839
124959162,price_sensitive,lost_cause,2012-03-31,2012-03,market_39,offline_store,coupon_offer,0.001562,0.242671,0.03736,0.0,0.597917
125011383,explorer,lost_cause,2012-03-27,2012-03,market_11,offline_store,coupon_offer,0.0,0.230874,0.039945,0.0,0.6
125069407,price_sensitive,lost_cause,2012-03-25,2012-03,market_9,offline_store,coupon_offer,0.000953,0.25021,0.085235,0.001365,0.599832
125106950,price_sensitive,sure_thing,2012-04-27,2012-04,market_1,offline_store,coupon_offer,0.084452,0.520947,0.232628,0.00268,0.600733
125146180,price_sensitive,lost_cause,2012-03-29,2012-03,market_8,offline_store,coupon_offer,0.000433,0.242044,0.050514,0.0,0.599423
125148192,price_sensitive,lost_cause,2012-04-01,2012-04,market_1,offline_store,coupon_offer,0.035823,0.358097,0.121998,0.001184,0.597398
125188942,price_sensitive,sure_thing,2012-03-30,2012-03,market_1,offline_store,coupon_offer,0.000891,0.239566,0.086578,0.0,0.598812
125209407,price_sensitive,sleeping_dog,2012-04-07,2012-04,market_1,offline_store,coupon_offer,0.023978,0.29953,0.092572,0.002361,0.592456
125380963,price_sensitive,sure_thing,2012-03-26,2012-03,market_1,offline_store,coupon_offer,0.000803,0.227222,0.091351,0.0,0.59893
125459460,price_sensitive,lost_cause,2012-04-19,2012-04,market_11,offline_store,coupon_offer,0.051377,0.413934,0.215447,0.003442,0.601377
125524964,price_sensitive,lost_cause,2012-03-27,2012-03,market_10,offline_store,coupon_offer,0.001094,0.247875,0.089445,0.0,0.598542
125535105,price_sensitive,lost_cause,2012-03-27,2012-03,market_14,offline_store,coupon_offer,0.001405,0.242042,0.042784,0.002147,0.599427
125555523,explorer,lost_cause,2012-03-28,2012-03,market_7,offline_store,coupon_offer,0.0,0.240437,0.007576,0.0,0.6
125605108,price_sensitive,sure_thing,2012-03-27,2012-03,market_7,offline_store,coupon_offer,0.000402,0.246066,0.082866,0.000235,0.599606
125655979,regular_loyal,lost_cause,2012-03-25,2012-03,market_1,offline_store,coupon_offer,5.6e-05,0.245902,0.164631,0.000124,0.6
125718294,price_sensitive,lost_cause,2012-04-28,2012-04,market_1,offline_store,coupon_offer,0.084148,0.515483,0.240726,0.001898,0.600356
125831159,price_sensitive,sure_thing,2012-04-26,2012-04,market_8,offline_store,coupon_offer,0.083941,0.523679,0.261962,0.00152,0.600608
125841983,explorer,lost_cause,2012-03-30,2012-03,market_9,offline_store,coupon_offer,0.0,0.243169,0.051653,0.0,0.6
125910220,price_sensitive,lost_cause,2012-04-23,2012-04,market_4,offline_store,coupon_offer,0.035089,0.31154,0.074763,0.0,0.597659
125935223,price_sensitive,sleeping_dog,2012-04-05,2012-04,market_14,offline_store,coupon_offer,0.02251,0.305854,0.144796,0.007117,0.598851
