id,offerdate,total_spend_365d,total_qty_365d,num_visits_365d,days_since_last_purchase,spend_in_offer_category_365d,spend_in_offer_company_365d,spend_in_offer_brand_365d,qty_in_offer_category_365d,qty_in_offer_company_365d,qty_in_offer_brand_365d
444534482,2013-03-01,3420.03,1198.0,130,1,4.7,0.0,0.0,2.0,0.0,0.0
445593190,2013-03-01,904.37,360.0,25,1,8.66,0.0,0.0,4.0,0.0,0.0
446310684,2013-03-01,4873.81,2100.0,180,1,5.67,0.0,0.0,3.0,0.0,0.0
447605431,2013-03-01,4383.61,1161.0,161,3,6.25,0.0,0.0,2.0,0.0,0.0
447817569,2013-03-01,883.39,386.0,34,4,2.71,0.0,0.0,1.0,0.0,0.0
448185754,2013-03-01,509.66,247.0,15,8,3.96,1.57,1.57,2.0,1.0,1.0
449685918,2013-03-01,784.95,355.0,36,5,0.0,0.0,0.0,0.0,0.0,0.0
451839685,2013-03-01,1896.46,786.0,74,3,0.0,0.0,0.0,0.0,0.0,0.0
451947030,2013-03-01,4751.86,1828.0,147,2,4.71,0.0,0.0,3.0,0.0,0.0
453143429,2013-03-01,2582.16,1175.0,81,19,3.99,0.0,0.0,2.0,0.0,0.0
453671188,2013-03-01,807.36,226.0,48,9,0.0,0.0,0.0,0.0,0.0,0.0
456203419,2013-03-01,216.54,107.0,11,61,11.37,0.0,0.0,3.0,0.0,0.0
457433109,2013-03-01,223.62,63.0,15,15,6.59,0.0,0.0,2.0,0.0,0.0
457961122,2013-03-01,570.82,230.0,24,16,1.99,0.0,0.0,1.0,0.0,0.0
458146744,2013-03-01,3098.29,1220.0,227,3,0.0,0.0,0.0,0.0,0.0,0.0
458768890,2013-03-01,670.68,285.0,27,14,2.6,0.0,0.0,1.0,0.0,0.0
470896775,2013-03-01,3501.83,1222.0,48,14,3.98,0.0,0.0,2.0,0.0,0.0
471690915,2013-03-01,1010.55,423.0,44,2,10.99,0.0,0.0,5.0,0.0,0.0
471763587,2013-03-01,1685.47,825.0,76,2,1.57,0.0,0.0,1.0,0.0,0.0
471862172,2013-03-01,2809.43,1179.0,119,3,1.69,0.0,0.0,1.0,0.0,0.0
473390671,2013-03-01,544.73,166.0,16,26,4.18,0.0,0.0,2.0,0.0,0.0
474047471,2013-03-01,3146.44,963.0,65,3,10.56,0.0,0.0,5.0,0.0,0.0
474448980,2013-03-01,2957.81,976.0,32,7,1.83,0.0,0.0,2.0,0.0,0.0
474944912,2013-03-01,1945.94,882.0,76,3,2.6,0.0,0.0,1.0,0.0,0.0
475082589,2013-03-01,2366.42,1149.0,36,10,2.6,0.0,0.0,1.0,0.0,0.0
475457254,2013-03-01,961.09,410.0,22,7,0.0,0.0,0.0,0.0,0.0,0.0
475631265,2013-03-01,1289.3,611.0,38,1,4.2,0.0,0.0,2.0,0.0,0.0
476346717,2013-03-01,1079.0,580.0,47,14,0.0,0.0,0.0,0.0,0.0,0.0
709488942,2013-03-01,1015.73,469.0,98,3,1.99,0.0,0.0,1.0,0.0,0.0
1714520581,2013-03-01,668.55,260.0,27,9,4.0,0.0,0.0,2.0,0.0,0.0
1725579786,2013-03-01,2848.94,1067.0,61,4,7.58,0.0,0.0,3.0,0.0,0.0
1902138304,2013-03-01,685.39,251.0,25,11,5.2,0.0,0.0,2.0,0.0,0.0
2134123388,2013-03-01,601.93,258.0,29,4,2.99,0.0,0.0,1.0,0.0,0.0
2190991646,2013-03-01,460.07,157.0,29,2,5.7,0.0,0.0,2.0,0.0,0.0
2217159610,2013-03-01,2225.7,1004.0,100,2,5.0600000000000005,1.57,1.57,2.0,1.0,1.0
2264842776,2013-03-01,3159.98,1218.0,139,1,5.970000000000001,0.0,0.0,3.0,0.0,0.0
2407934519,2013-03-01,788.91,415.0,91,2,3.5700000000000003,0.0,0.0,2.0,0.0,0.0
2422995715,2013-03-01,622.01,259.0,62,9,1.58,0.0,0.0,1.0,0.0,0.0
2755324321,2013-03-01,1319.69,804.0,35,4,0.0,0.0,0.0,0.0,0.0,0.0
2804097871,2013-03-01,880.91,387.0,29,21,11.49,0.0,0.0,5.0,0.0,0.0
2860773165,2013-03-01,943.43,325.0,19,26,8.68,0.0,0.0,3.0,0.0,0.0
3008737519,2013-03-01,1096.71,569.0,68,8,0.93,0.0,0.0,1.0,0.0,0.0
3018116597,2013-03-01,558.76,181.0,17,15,6.28,0.0,0.0,2.0,0.0,0.0
3360720512,2013-03-01,918.7,381.0,59,4,0.0,0.0,0.0,0.0,0.0,0.0
3560188456,2013-03-01,3204.8,1165.0,55,3,2.71,0.0,0.0,1.0,0.0,0.0
3561851610,2013-03-01,701.3100000000001,279.0,41,38,2.99,0.0,0.0,1.0,0.0,0.0
3698492555,2013-03-01,501.25,208.0,41,3,1.5,0.0,0.0,1.0,0.0,0.0
3744587841,2013-03-01,873.37,324.0,41,1,0.99,0.0,0.0,1.0,0.0,0.0
4098157475,2013-03-01,1502.73,749.0,39,1,0.99,0.0,0.0,1.0,0.0,0.0
434840712,2013-03-02,2118.46,692.0,123,2,4.28,0.0,0.0,2.0,0.0,0.0
434906697,2013-03-02,1365.66,623.0,75,57,2.71,0.0,0.0,1.0,0.0,0.0
434915526,2013-03-02,393.72,156.0,23,13,7.56,2.99,2.99,3.0,1.0,1.0
435017177,2013-03-02,4374.46,1731.0,77,7,2.6,0.0,0.0,1.0,0.0,0.0
435506884,2013-03-02,3183.01,1104.0,28,7,4.43,0.0,0.0,3.0,0.0,0.0
435692364,2013-03-02,580.32,318.0,56,5,0.0,0.0,0.0,0.0,0.0,0.0
435992799,2013-03-02,4770.54,1271.0,58,27,7.42,0.0,0.0,3.0,0.0,0.0
436385385,2013-03-02,1193.95,454.0,49,3,2.69,0.0,0.0,1.0,0.0,0.0
436399731,2013-03-02,1318.05,606.0,125,3,1.57,0.0,0.0,1.0,0.0,0.0
436453027,2013-03-02,961.62,384.0,37,23,1.57,0.0,0.0,1.0,0.0,0.0
436499143,2013-03-02,683.35,274.0,31,25,6.71,0.0,0.0,2.0,0.0,0.0
436691510,2013-03-02,2051.52,845.0,72,10,2.6,0.0,0.0,1.0,0.0,0.0
437165786,2013-03-02,1662.61,532.0,37,5,0.0,0.0,0.0,0.0,0.0,0.0
437817009,2013-03-02,676.55,323.0,37,5,6.77,2.86,2.86,4.0,2.0,2.0
438235847,2013-03-02,2216.12,818.0,138,7,1.99,0.0,0.0,1.0,0.0,0.0
438862216,2013-03-02,715.23,346.0,47,2,5.58,5.58,5.58,2.0,2.0,2.0
440115722,2013-03-02,1672.23,650.0,99,2,0.0,0.0,0.0,0.0,0.0,0.0
440596153,2013-03-02,999.43,237.0,25,5,2.99,0.0,0.0,1.0,0.0,0.0
441460388,2013-03-02,1063.79,311.0,26,6,1.99,0.0,0.0,1.0,0.0,0.0
441745800,2013-03-02,1060.87,472.0,72,9,9.3,0.0,0.0,4.0,0.0,0.0
441752180,2013-03-02,3488.81,1111.0,148,6,2.99,0.0,0.0,1.0,0.0,0.0
442268758,2013-03-02,720.59,308.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0
442880171,2013-03-02,547.82,237.0,27,19,1.53,0.0,0.0,1.0,0.0,0.0
443534121,2013-03-02,743.33,600.0,13,36,3.49,0.0,0.0,1.0,0.0,0.0
443643284,2013-03-02,954.19,306.0,28,9,3.02,0.0,0.0,1.0,0.0,0.0
446099437,2013-03-02,685.86,299.0,20,7,7.220000000000001,0.0,0.0,4.0,0.0,0.0
446982434,2013-03-02,2803.64,1187.0,39,14,1.57,0.0,0.0,1.0,0.0,0.0
447767353,2013-03-02,638.96,299.0,32,13,1.5,0.0,0.0,1.0,0.0,0.0
448202617,2013-03-02,1602.29,826.0,81,2,7.29,0.0,0.0,4.0,0.0,0.0
453142981,2013-03-02,1563.89,561.0,24,11,16.520000000000003,2.99,2.99,6.0,1.0,1.0
456587023,2013-03-02,1095.67,338.0,48,3,2.39,2.39,2.39,1.0,1.0,1.0
456932090,2013-03-02,5649.62,1918.0,95,5,1.57,0.0,0.0,1.0,0.0,0.0
456950459,2013-03-02,529.32,234.0,22,8,2.59,0.0,0.0,1.0,0.0,0.0
458587638,2013-03-02,1503.36,516.0,34,34,2.56,0.0,0.0,2.0,0.0,0.0
472244601,2013-03-02,995.57,482.0,98,3,2.1,0.0,0.0,1.0,0.0,0.0
473266059,2013-03-02,281.5,167.0,35,22,0.99,0.0,0.0,1.0,0.0,0.0
473336949,2013-03-02,2354.53,1030.0,100,2,12.77,0.0,0.0,6.0,0.0,0.0
473542006,2013-03-02,986.87,498.0,26,5,3.0,0.0,0.0,2.0,0.0,0.0
473634349,2013-03-02,3611.75,995.0,140,3,1.5,0.0,0.0,1.0,0.0,0.0
474825116,2013-03-02,735.65,473.0,12,25,2.71,0.0,0.0,1.0,0.0,0.0
476504839,2013-03-02,794.96,283.0,29,15,5.82,3.26,3.26,4.0,2.0,2.0
476533957,2013-03-02,2079.7,413.0,52,6,2.49,0.5,0.5,2.0,1.0,1.0
1731175271,2013-03-02,3778.93,1329.0,181,2,12.05,0.0,0.0,6.0,0.0,0.0
1757746845,2013-03-02,1751.72,452.0,49,6,1.57,0.0,0.0,1.0,0.0,0.0
1815055815,2013-03-02,1090.52,608.0,64,2,0.99,0.0,0.0,1.0,0.0,0.0
1905643333,2013-03-02,469.46,208.0,37,4,19.17,19.17,19.17,7.0,7.0,7.0
2148810522,2013-03-02,2288.45,938.0,55,3,8.77,0.0,0.0,4.0,0.0,0.0
2234066685,2013-03-02,1151.63,465.0,50,4,5.0600000000000005,3.49,3.49,2.0,1.0,1.0
2308538765,2013-03-02,856.73,318.0,77,3,3.59,0.0,0.0,1.0,0.0,0.0
2362296184,2013-03-02,371.32,155.0,29,13,1.57,0.0,0.0,1.0,0.0,0.0
2592096752,2013-03-02,1012.93,421.0,55,13,5.2,0.0,0.0,2.0,0.0,0.0
2720742331,2013-03-02,670.72,254.0,39,41,16.31,0.0,0.0,6.0,0.0,0.0
2729120046,2013-03-02,1045.43,584.0,67,2,2.39,0.0,0.0,1.0,0.0,0.0
2947150440,2013-03-02,2956.37,1149.0,132,4,5.18,0.0,0.0,2.0,0.0,0.0
3002879549,2013-03-02,1276.42,447.0,63,5,14.65,0.0,0.0,6.0,0.0,0.0
3411697613,2013-03-02,1922.38,658.0,56,4,10.34,0.0,0.0,4.0,0.0,0.0
3521729188,2013-03-02,798.55,250.0,41,6,6.98,6.98,6.98,2.0,2.0,2.0
3643819978,2013-03-02,3888.33,1521.0,91,5,8.190000000000001,0.0,0.0,3.0,0.0,0.0
3735689945,2013-03-02,285.21,135.0,34,5,1.5,0.0,0.0,1.0,0.0,0.0
436098001,2013-03-03,2909.15,1078.0,151,6,5.2,0.0,0.0,2.0,0.0,0.0
437417584,2013-03-03,1897.38,795.0,59,6,4.78,0.0,0.0,2.0,0.0,0.0
440031669,2013-03-03,950.06,398.0,41,5,4.83,0.0,0.0,3.0,0.0,0.0
440304594,2013-03-03,326.23,109.0,18,16,7.45,2.86,2.86,4.0,2.0,2.0
440376042,2013-03-03,2481.52,938.0,61,2,0.99,0.0,0.0,1.0,0.0,0.0
441130577,2013-03-03,1086.18,428.0,51,27,2.99,0.0,0.0,1.0,0.0,0.0
442580985,2013-03-03,1268.72,536.0,30,7,2.0,2.0,2.0,1.0,1.0,1.0
442629121,2013-03-03,1197.02,623.0,44,8,2.6,0.0,0.0,1.0,0.0,0.0
444507013,2013-03-03,2152.35,932.0,63,3,1.29,0.0,0.0,1.0,0.0,0.0
445350692,2013-03-03,812.45,254.0,52,10,7.470000000000001,0.0,0.0,3.0,0.0,0.0
445452050,2013-03-03,1850.01,621.0,69,5,1.52,0.0,0.0,1.0,0.0,0.0
446445890,2013-03-03,1584.5,754.0,44,12,3.98,0.0,0.0,2.0,0.0,0.0
447936305,2013-03-03,3609.34,1087.0,85,7,4.0,0.0,0.0,2.0,0.0,0.0
449116146,2013-03-03,555.5600000000001,282.0,39,18,1.58,0.0,0.0,1.0,0.0,0.0
449437757,2013-03-03,970.59,282.0,29,61,7.42,0.0,0.0,3.0,0.0,0.0
453012899,2013-03-03,343.24,181.0,37,28,5.09,5.09,5.09,2.0,2.0,2.0
455375072,2013-03-03,2225.14,1054.0,65,3,5.58,0.0,0.0,2.0,0.0,0.0
457362101,2013-03-03,650.0,232.0,27,10,3.99,0.0,0.0,1.0,0.0,0.0
457501692,2013-03-03,429.64,206.0,44,3,2.99,2.99,2.99,1.0,1.0,1.0
457823860,2013-03-03,2084.58,493.0,48,15,6.2,0.0,0.0,2.0,0.0,0.0
471627964,2013-03-03,4307.7,2289.0,186,3,19.45,0.0,0.0,10.0,0.0,0.0
472516347,2013-03-03,3521.83,1341.0,48,8,12.37,1.29,1.29,6.0,1.0,1.0
473274131,2013-03-03,414.25,179.0,48,7,2.97,0.0,0.0,3.0,0.0,0.0
473790707,2013-03-03,1359.36,441.0,21,15,3.78,0.0,0.0,2.0,0.0,0.0
473794696,2013-03-03,3833.61,1472.0,74,7,7.59,0.0,0.0,3.0,0.0,0.0
474399481,2013-03-03,1104.14,392.0,54,8,5.19,0.0,0.0,2.0,0.0,0.0
474840028,2013-03-03,4098.02,1200.0,67,6,6.58,0.0,0.0,3.0,0.0,0.0
475212025,2013-03-03,1444.61,524.0,56,6,1.99,0.0,0.0,1.0,0.0,0.0
475457789,2013-03-03,1672.51,707.0,51,1,1.99,0.0,0.0,1.0,0.0,0.0
475832844,2013-03-03,3960.24,1218.0,63,7,6.76,0.0,0.0,3.0,0.0,0.0
702610090,2013-03-03,1305.14,517.0,55,5,3.98,0.0,0.0,2.0,0.0,0.0
1826723346,2013-03-03,2321.12,1339.0,87,13,2.71,0.0,0.0,1.0,0.0,0.0
1853006978,2013-03-03,2031.18,871.0,56,8,11.38,0.0,0.0,6.0,0.0,0.0
1864262835,2013-03-03,828.21,530.0,39,7,2.66,0.0,0.0,2.0,0.0,0.0
1900405672,2013-03-03,1345.73,630.0,63,4,3.14,0.0,0.0,2.0,0.0,0.0
2398972030,2013-03-03,474.63,184.0,35,14,0.0,0.0,0.0,0.0,0.0,0.0
2443999173,2013-03-03,840.6,305.0,40,4,0.0,0.0,0.0,0.0,0.0,0.0
2567945702,2013-03-03,357.29,120.0,22,11,5.57,4.0,4.0,3.0,2.0,2.0
2689504750,2013-03-03,445.69,189.0,34,25,4.71,0.0,0.0,3.0,0.0,0.0
2734189929,2013-03-03,273.7,75.0,8,13,2.39,0.0,0.0,1.0,0.0,0.0
2756709060,2013-03-03,250.25,100.0,17,13,3.17,0.0,0.0,2.0,0.0,0.0
3264655876,2013-03-03,2840.79,1376.0,68,4,7.58,0.0,0.0,2.0,0.0,0.0
3266962936,2013-03-03,1645.94,496.0,27,9,9.18,0.0,0.0,4.0,0.0,0.0
3276331587,2013-03-03,811.26,329.0,22,8,1.57,0.0,0.0,1.0,0.0,0.0
3388736169,2013-03-03,1695.82,696.0,53,5,7.58,0.0,0.0,3.0,0.0,0.0
3649339115,2013-03-03,500.19,214.0,17,3,0.0,0.0,0.0,0.0,0.0,0.0
245881893,2013-03-04,774.59,315.0,35,28,3.0700000000000003,0.0,0.0,2.0,0.0,0.0
260569931,2013-03-04,1470.54,648.0,43,5,21.09,0.0,0.0,8.0,0.0,0.0
434986559,2013-03-04,1578.8,822.0,87,4,0.99,0.99,0.99,1.0,1.0,1.0
435263014,2013-03-04,2863.23,1315.0,76,10,5.2,0.0,0.0,2.0,0.0,0.0
436715671,2013-03-04,1043.98,378.0,74,5,0.0,0.0,0.0,0.0,0.0,0.0
436928862,2013-03-04,1666.22,618.0,54,11,3.0700000000000003,0.0,0.0,2.0,0.0,0.0
437108170,2013-03-04,2703.03,1040.0,57,15,2.6,0.0,0.0,1.0,0.0,0.0
439513188,2013-03-04,1960.25,761.0,64,5,0.0,0.0,0.0,0.0,0.0,0.0
443175114,2013-03-04,163.28,80.0,11,4,0.99,0.0,0.0,1.0,0.0,0.0
443204281,2013-03-04,507.14,160.0,15,27,1.99,0.0,0.0,1.0,0.0,0.0
444459761,2013-03-04,31.21,9.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0
444710589,2013-03-04,803.03,310.0,42,4,2.6,0.0,0.0,1.0,0.0,0.0
445774377,2013-03-04,1880.07,788.0,30,8,-1.27,0.0,0.0,1.0,0.0,0.0
445897283,2013-03-04,1040.42,370.0,24,7,10.0,0.0,0.0,3.0,0.0,0.0
446247756,2013-03-04,3644.73,1581.0,71,5,0.0,0.0,0.0,0.0,0.0,0.0
446608130,2013-03-04,2333.69,1236.0,61,7,1.99,0.0,0.0,1.0,0.0,0.0
448063757,2013-03-04,95.08,66.0,14,60,2.0,0.0,0.0,1.0,0.0,0.0
449034562,2013-03-04,1380.14,518.0,79,4,1.39,0.0,0.0,1.0,0.0,0.0
453779210,2013-03-04,2447.3,939.0,75,14,3.49,0.0,0.0,1.0,0.0,0.0
455165824,2013-03-04,2831.86,1121.0,161,4,1.98,0.0,0.0,2.0,0.0,0.0
456063333,2013-03-04,1667.54,696.0,55,6,10.82,0.0,0.0,4.0,0.0,0.0
471065139,2013-03-04,4050.9,1797.0,55,8,8.49,2.0,2.0,4.0,1.0,1.0
471332430,2013-03-04,1215.94,491.0,56,9,8.700000000000001,0.0,0.0,5.0,0.0,0.0
471399141,2013-03-04,1448.51,543.0,42,10,11.39,0.0,0.0,5.0,0.0,0.0
471459707,2013-03-04,5485.15,1600.0,147,7,23.05,0.0,0.0,10.0,0.0,0.0
471686874,2013-03-04,1019.9,479.0,99,7,6.96,0.0,0.0,4.0,0.0,0.0
471923816,2013-03-04,1027.3,383.0,16,8,2.63,0.0,0.0,1.0,0.0,0.0
472193829,2013-03-04,668.11,469.0,89,8,0.99,0.0,0.0,1.0,0.0,0.0
472820018,2013-03-04,649.61,303.0,26,9,4.2,4.0,4.0,3.0,2.0,2.0
707750066,2013-03-04,6764.3,2047.0,142,5,21.5,2.69,2.69,10.0,1.0,1.0
2177571609,2013-03-04,543.22,241.0,37,18,1.99,0.0,0.0,1.0,0.0,0.0
2442575055,2013-03-04,497.2,209.0,16,8,1.57,0.0,0.0,1.0,0.0,0.0
2584257060,2013-03-04,1503.66,447.0,35,10,1.58,0.0,0.0,1.0,0.0,0.0
2855419277,2013-03-04,1617.21,649.0,41,21,7.66,0.0,0.0,4.0,0.0,0.0
2952876735,2013-03-04,713.98,324.0,75,1,4.23,0.0,0.0,2.0,0.0,0.0
2987606849,2013-03-04,2411.84,870.0,128,7,0.0,0.0,0.0,0.0,0.0,0.0
3024335775,2013-03-04,2042.96,917.0,115,4,0.0,0.0,0.0,0.0,0.0,0.0
3262293633,2013-03-04,5123.07,1980.0,57,5,15.34,8.07,8.07,6.0,3.0,3.0
3272563055,2013-03-04,544.93,195.0,45,13,2.99,0.0,0.0,1.0,0.0,0.0
3343244939,2013-03-04,767.43,310.0,47,24,2.99,0.0,0.0,1.0,0.0,0.0
3515378586,2013-03-04,1182.94,427.0,16,30,8.27,8.27,8.27,4.0,4.0,4.0
3581689356,2013-03-04,2258.66,814.0,72,5,4.09,0.0,0.0,2.0,0.0,0.0
3599634777,2013-03-04,651.88,313.0,39,5,4.470000000000001,0.0,0.0,2.0,0.0,0.0
3693673484,2013-03-04,938.51,330.0,38,7,5.36,0.0,0.0,4.0,0.0,0.0
435465330,2013-03-05,1253.89,436.0,37,7,5.7,0.0,0.0,2.0,0.0,0.0
436538795,2013-03-05,270.56,109.0,22,7,5.53,0.0,0.0,5.0,0.0,0.0
436708943,2013-03-05,264.11,121.0,12,18,1.99,0.0,0.0,1.0,0.0,0.0
439296014,2013-03-05,970.1,280.0,38,9,2.6,0.0,0.0,1.0,0.0,0.0
444675593,2013-03-05,1878.55,677.0,49,11,2.99,0.0,0.0,1.0,0.0,0.0
446264728,2013-03-05,862.5,394.0,26,20,1.9,0.0,0.0,1.0,0.0,0.0
446523393,2013-03-05,511.03,281.0,27,58,4.5600000000000005,0.0,0.0,2.0,0.0,0.0
453658390,2013-03-05,499.2,211.0,36,8,1.58,0.0,0.0,1.0,0.0,0.0
453679696,2013-03-05,6168.56,2331.0,121,4,7.550000000000001,0.0,0.0,3.0,0.0,0.0
455137237,2013-03-05,3654.57,1472.0,89,5,1.58,0.0,0.0,1.0,0.0,0.0
456952831,2013-03-05,1766.2,737.0,41,7,4.48,0.99,0.99,3.0,1.0,1.0
458645697,2013-03-05,178.56,87.0,28,11,3.14,1.57,1.57,2.0,1.0,1.0
471990177,2013-03-05,6486.03,1455.0,63,10,3.56,0.0,0.0,2.0,0.0,0.0
472103531,2013-03-05,1390.35,479.0,35,16,7.470000000000001,0.0,0.0,3.0,0.0,0.0
474555787,2013-03-05,1093.2,378.0,95,10,6.69,2.69,2.69,3.0,1.0,1.0
477009975,2013-03-05,3619.18,1365.0,117,7,5.29,0.0,0.0,2.0,0.0,0.0
2318633433,2013-03-05,892.7,327.0,50,9,11.66,0.0,0.0,4.0,0.0,0.0
2578433848,2013-03-05,908.93,451.0,39,48,6.130000000000001,0.0,0.0,3.0,0.0,0.0
2801735092,2013-03-05,339.69,147.0,14,31,2.39,0.0,0.0,1.0,0.0,0.0
2838815085,2013-03-05,599.09,311.0,79,14,1.57,0.0,0.0,1.0,0.0,0.0
2994577248,2013-03-05,1394.59,706.0,123,4,9.73,0.0,0.0,6.0,0.0,0.0
3287615414,2013-03-05,543.7,265.0,47,7,16.45,0.0,0.0,5.0,0.0,0.0
3666537810,2013-03-05,2164.32,569.0,90,13,33.86,0.0,0.0,14.0,0.0,0.0
3681184359,2013-03-05,771.09,279.0,51,5,2.6,0.0,0.0,1.0,0.0,0.0
3762296088,2013-03-05,5116.75,1712.0,119,1,4.0,0.0,0.0,2.0,0.0,0.0
4147293601,2013-03-05,179.5,77.0,17,21,1.78,0.0,0.0,1.0,0.0,0.0
436295295,2013-03-06,345.88,93.0,16,35,1.99,0.0,0.0,1.0,0.0,0.0
436326854,2013-03-06,722.68,329.0,60,3,1.57,0.0,0.0,1.0,0.0,0.0
438434416,2013-03-06,710.26,368.0,46,8,6.78,0.0,0.0,2.0,0.0,0.0
439494504,2013-03-06,1244.25,460.0,16,8,5.88,0.0,0.0,3.0,0.0,0.0
440178565,2013-03-06,488.99,242.0,24,14,12.25,0.0,0.0,6.0,0.0,0.0
447793937,2013-03-06,1462.93,667.0,26,31,0.0,0.0,0.0,0.0,0.0,0.0
457675678,2013-03-06,146.54,51.0,8,20,1.57,0.0,0.0,1.0,0.0,0.0
471597924,2013-03-06,649.88,190.0,36,24,8.52,0.0,0.0,5.0,0.0,0.0
471634565,2013-03-06,6022.1,2646.0,85,6,20.81,0.0,0.0,11.0,0.0,0.0
471880094,2013-03-06,899.8000000000001,355.0,29,29,2.69,0.0,0.0,1.0,0.0,0.0
475549328,2013-03-06,1300.23,653.0,64,9,1.69,0.0,0.0,1.0,0.0,0.0
476642116,2013-03-06,1051.93,524.0,54,12,8.690000000000001,0.0,0.0,3.0,0.0,0.0
2520893297,2013-03-06,2040.76,507.0,62,27,10.69,0.0,0.0,4.0,0.0,0.0
2562255444,2013-03-06,1351.81,573.0,29,6,2.88,0.0,0.0,2.0,0.0,0.0
3040989388,2013-03-06,518.63,234.0,24,24,2.99,0.0,0.0,1.0,0.0,0.0
3360716567,2013-03-06,896.9300000000001,338.0,22,16,0.0,0.0,0.0,0.0,0.0,0.0
3404647986,2013-03-06,2156.07,577.0,48,9,3.98,0.0,0.0,2.0,0.0,0.0
435907291,2013-03-12,1719.1,679.0,79,4,0.0,0.0,0.0,0.0,0.0,0.0
437283733,2013-03-12,613.2,236.0,20,13,8.67,0.0,0.0,3.0,0.0,0.0
439236599,2013-03-12,3813.6,2529.0,175,15,13.3,0.0,0.0,7.0,0.0,0.0
442264911,2013-03-12,2028.99,729.0,42,13,2.71,0.0,0.0,1.0,0.0,0.0
446327284,2013-03-12,2920.63,1270.0,95,21,8.61,0.0,0.0,3.0,0.0,0.0
446582793,2013-03-12,559.96,274.0,40,16,8.040000000000001,0.0,0.0,3.0,0.0,0.0
447478995,2013-03-12,1043.72,332.0,16,20,9.06,0.0,0.0,4.0,0.0,0.0
455967798,2013-03-12,294.95,125.0,31,12,0.0,0.0,0.0,0.0,0.0,0.0
457560166,2013-03-12,460.6,192.0,7,15,2.1,0.0,0.0,1.0,0.0,0.0
474030138,2013-03-12,163.1,49.0,21,1,3.49,0.0,0.0,1.0,0.0,0.0
475360102,2013-03-12,601.03,288.0,16,25,6.48,0.0,0.0,3.0,0.0,0.0
475418458,2013-03-12,743.8000000000001,302.0,34,2,3.49,1.98,1.98,3.0,2.0,2.0
476996090,2013-03-12,1375.59,748.0,35,1,7.54,3.56,3.56,4.0,2.0,2.0
1808578949,2013-03-12,1773.25,546.0,78,1,20.52,2.0,2.0,9.0,1.0,1.0
1823942638,2013-03-12,707.04,306.0,28,4,4.07,0.0,0.0,2.0,0.0,0.0
2254157260,2013-03-12,384.08,267.0,58,4,1.98,0.0,0.0,2.0,0.0,0.0
2437821945,2013-03-12,2156.28,842.0,58,2,0.0,0.0,0.0,0.0,0.0,0.0
2551480746,2013-03-12,257.04,131.0,21,53,1.89,0.0,0.0,1.0,0.0,0.0
2946149489,2013-03-12,376.93,151.0,28,2,5.1,0.0,0.0,2.0,0.0,0.0
3417830607,2013-03-12,1797.99,740.0,70,4,5.38,2.69,2.69,2.0,1.0,1.0
3515324435,2013-03-12,1075.99,546.0,51,4,3.99,0.0,0.0,2.0,0.0,0.0
3649332905,2013-03-12,524.71,183.0,31,23,5.98,0.0,0.0,2.0,0.0,0.0
